id,title,publication_date,description,channel_id,channel_title,viewCount,likeCount,dislikeCount,favoriteCount,commentCount,url
acQXa5ArHIk,Taylor Swift - False God (Official Audio),2019-08-23T04:00:01Z,"Official audio for ‘False God’ performed by Taylor Swift. Off her new album ‘Lover.’ Stream/Download the album here: https://TaylorSwift.lnk.to/Loversu

►Subscribe to Taylor Swift on YouTube: https://ts.lnk.to/subscribe

►Exclusive Merch: https://store.taylorswift.com

►Follow Taylor Swift online:
Instagram: http://www.instagram.com/taylorswift
Facebook: http://www.facebook.com/taylorswift
Tumblr: http://taylorswift.tumblr.com
Twitter: http://www.twitter.com/taylorswift13
Website: http://www.taylorswift.com

►Follow Taylor Nation online:
Instagram: http://www.instagram.com/taylornation
Tumblr: http://taylornation.tumblr.com
Twitter: http://www.twitter.com/taylornation13

Official ‘False God’ Lyrics
Written by Taylor Swift & Jack Antonoff

We were crazy to think
Crazy to think that this could work
Remember how I said I’d die for you
We were stupid to jump
In the ocean separating us
Remember how I’d ﬂy to you
And I can’t talk to you when you’re like this
Staring out the window like I’m not your favorite town - I’m New York City
I still do it for you babe
They all warned us about times like this
They say the road gets hard and you
get lost when you’re led by blind faith
Blind faith But we might just get away with it
Religion’s in your lips
Even if it’s a false god
We’d still worship
We might just get away with it
The altar is my hips
Even if it’s a false god
We’d still worship this love
We’d still worship this love
We’d still worship this love I know heaven’s a thing
I go there when you touch me
honey, hell is when I ﬁght with you
But we can patch it up good
Make confessions and
we’re begging for forgiveness,
got the wine for you
And you can’t talk to me when I’m like this
Daring you to leave me
just so I can try and scare you,
you’re the West Village
You still do it for me babe
They all warned us about times like this
They say the road gets hard and you
get lost when you’re led by blind faith
Blind faith 
Still worship this love
Even if it’s a false god
Even if it’s a false god
Still worship this love

#TaylorSwift #Lover #TaylorSwiftLover

© 2019 Taylor Swift",UCANLZYMidaCbLQFWXBC95Jg,TaylorSwiftVEVO,7002863,97956,1614,0,3216,https://www.youtube.com/watch?v=acQXa5ArHIk
AgFeZr5ptV8,Taylor Swift - 22,2013-03-13T15:25:06Z,"Music video by Taylor Swift performing 22. (C) 2013 Big Machine Records, LLC.
 
►Exclusive Merch: https://store.taylorswift.com
 
►Follow Taylor Swift Online
Instagram: http://www.instagram.com/taylorswift
Facebook: http://www.facebook.com/taylorswift
Tumblr: http://taylorswift.tumblr.com
Twitter: http://www.twitter.com/taylorswift13
Website: http://www.taylorswift.com
 
►Follow Taylor Nation Online
Instagram: http://www.instagram.com/taylornation
Tumblr: http://taylornation.tumblr.com
Twitter: http://www.twitter.com/taylornation13",UCANLZYMidaCbLQFWXBC95Jg,TaylorSwiftVEVO,592066734,2897572,163407,0,268543,https://www.youtube.com/watch?v=AgFeZr5ptV8
AIFnKqIeEdY,Taylor Swift - closure (Official Lyric Video),2020-12-11T05:00:01Z,"Official lyric video by Taylor Swift performing “closure” – off her evermore album. 
Listen to the album here: https://taylor.lnk.to/evermorealbum 

►Subscribe to Taylor Swift on YouTube: https://ts.lnk.to/subscribe  
 
►Exclusive Merch: http://taylorswift.lnk.to/store 

►Follow Taylor Swift online:
Instagram: http://instagram.com/taylorswift   
Facebook: http://facebook.com/taylorswift    
Tumblr: http://taylorswift.tumblr.com   
Twitter: http://twitter.com/taylorswift13   
Snapchat: http://snapchat.com/add/taylorswift 
Website: http://www.taylorswift.com   

►Follow Taylor Nation Online
Instagram: http://instagram.com/taylornation   
Tumblr: http://taylornation.tumblr.com   
Twitter: http://twitter.com/taylornation13

#TaylorSwift #closure #evermore

Music video by Taylor Swift performing closure (Lyric Video). © 2020 Taylor Swift

http://vevo.ly/8cbAfY",UCANLZYMidaCbLQFWXBC95Jg,TaylorSwiftVEVO,3107473,113644,840,0,4252,https://www.youtube.com/watch?v=AIFnKqIeEdY
AlTfYj7q5gQ,Taylor Swift - I'm Only Me When I'm With You,2009-06-16T21:44:50Z,"Music video by Taylor Swift performing I'm Only Me When I'm With You. (C) 2008 Big Machine Records, LLC
 
►Exclusive Merch: https://store.taylorswift.com
 
►Follow Taylor Swift Online
Instagram: http://www.instagram.com/taylorswift
Facebook: http://www.facebook.com/taylorswift
Tumblr: http://taylorswift.tumblr.com
Twitter: http://www.twitter.com/taylorswift13
Website: http://www.taylorswift.com
 
►Follow Taylor Nation Online
Instagram: http://www.instagram.com/taylornation
Tumblr: http://taylornation.tumblr.com
Twitter: http://www.twitter.com/taylornation13",UCANLZYMidaCbLQFWXBC95Jg,TaylorSwiftVEVO,39717824,142982,3031,0,10571,https://www.youtube.com/watch?v=AlTfYj7q5gQ
aOa6D6ku3dM,That’s When (Taylor’s Version) (From The Vault) (Lyric Video),2021-04-09T04:00:00Z,"Official lyric video for “That’s When” (feat. Keith Urban) (From The Vault) (Taylor’s Version) – off her Fearless (Taylor’s Version) album. Get the album here: https://taylor.lnk.to/fearlesstaylorsversion. 

►Subscribe to Taylor Swift on YouTube: https://ts.lnk.to/subscribe 
 
►Exclusive Merch: http://taylorswift.lnk.to/store

►Follow Taylor Swift online:
Instagram: http://instagram.com/taylorswift  
Facebook: http://facebook.com/taylorswift  
Tumblr: http://taylorswift.tumblr.com  
Twitter: http://twitter.com/taylorswift13  
Snapchat: http://snapchat.com/add/taylorswift
Website: http://www.taylorswift.com  

►Follow Taylor Nation Online
Instagram: http://instagram.com/taylornation  
Tumblr: http://taylornation.tumblr.com  
Twitter: http://twitter.com/taylornation13
TikTok: http://tiktok.com/@taylornation

Official Lyrics:

You said, “I know” 
When I said, “I need some time, need some space 
To think about all of this” 
And you watched me go 
And I knew my words were hard to hear 
And harder to ever take back 
And I said, 
“When can I come back?” 
And you said 

That’s when 
When I wake up in the morning 
That’s when 
When it’s sunny or storming 
Laughing, when I’m crying 
And that’s when 
I’ll be waiting at the front gate 
That’s when 
When I see your face 
I’ll let you in 
And baby that’s when 

I said, “I know” 
When you said, “I did you wrong 
Made mistakes, and put you through all of this” 
Then through the phone 
Came all your tears 
And I said, “Leave those all in our past” 
And you said, “When can I come back?”
And I said 

Repeat chorus 

And you said, “Honestly, 
When you were gone 
Did you ever think of me?” 
And I said 
That’s when 
When I woke up in the morning 
That’s when 
It was sunny or storming 
Laughing 
When I was crying 
And that’s when you were waiting at the front gate 
That’s when, when I saw your face 
You let me in, and baby that’s when 

When I’m laughing 
When I’m crying 

That’s when I miss you 
That’s when I want you 
That’s when I love you 
That’s when

#taylorswift #keithurban #thatswhen #fromthevault #fearlesstaylorsversion",UCANLZYMidaCbLQFWXBC95Jg,TaylorSwiftVEVO,2885033,100440,543,0,4830,https://www.youtube.com/watch?v=aOa6D6ku3dM
AqAJLh9wuZ0,Taylor Swift - The Man (Official Video),2020-02-27T12:00:11Z,"Official music video by Taylor Swift performing “The Man” – off her album ‘Lover.’ Stream/Download the album here: https://TaylorSwift.lnk.to/Loversu

►Subscribe to Taylor Swift on YouTube: https://ts.lnk.to/subscribe

►Exclusive Merch: https://store.taylorswift.com

►Follow Taylor Swift Online
Instagram: http://www.instagram.com/taylorswift
Facebook: http://www.facebook.com/taylorswift
Tumblr: http://taylorswift.tumblr.com
Twitter: http://www.twitter.com/taylorswift13
Website: http://www.taylorswift.com

►Follow Taylor Nation Online
Instagram: http://www.instagram.com/taylornation
Tumblr: http://taylornation.tumblr.com
Twitter: http://www.twitter.com/taylornation13

Director: Taylor Swift
DP: Rodrigo Prieto
Producer: Jil Hardin
Editor: Chancler Haynes
Production Designer: Ethan Tobman
1st AD: Joe ""Oz"" Osborne
David Lebensfeld and Grant Miller for Ingenuity Studios
Production Company: SuperPrime Films
Executive Producer: Rebecca Skinner

►Official ‘The Man’ Lyrics
Written by Taylor Swift & Joel Little

I would be complex 
I would be cool
They’d say I played the ﬁeld before I found someone to commit to 
And that would be ok
For me to do
Every conquest I had made would make me more of a boss to you 
I’d be a fearless leader
I’d be an alpha type
When everyone believes ya 
What’s that like? I’m so sick of running as fast I can 
Wondering if I’d get there quicker 
If I was a man
And I’m so sick of them coming at me again 
‘Cause if I was a man...
Then I’d be the man 
I’d be the man
I’d be the man They’d say I hustled 
Put in the work
They wouldn’t shake their heads and question how much of this I deserve 
What I was wearing
If I was rude
Could all be separated from my good ideas and power moves
And they would toast to me, oh
Let the players play
I’d be just like Leo
In Saint-Tropez Chorus What’s it like to brag about 
Raking in dollars
And getting bitches and models 
And it’s all good if you’re bad 
And it’s okay if you’re mad If I was out ﬂashing my dollars 
I’d be a bitch, not a baller 
They paint me out to be bad 
So it’s okay that I’m mad I’m so sick of running as fast I can 
Wondering if I’d get there quicker 
If I was a man
I’m so sick of them coming at me again 
‘Cause if I was a man...
Then I’d be the man 
I’d be the man
I’m so sick of running as fast I can 
Wondering if I’d get there quicker 
If I was a man
And I’m so sick of them coming at me again 
‘Cause if I was a man...
Then I’d be the man 
I’d be the man
I’d be the man
I’d be the man
I’d be the man
I’d be the man
If I was a man
I’d be the man

#TaylorSwift #TheMan

Music video by Taylor Swift performing The Man. © 2020 Taylor Swift",UCANLZYMidaCbLQFWXBC95Jg,TaylorSwiftVEVO,61010220,1614677,169320,0,107744,https://www.youtube.com/watch?v=AqAJLh9wuZ0
aXzVF3XeS8M,Taylor Swift - Love Story (Taylor’s Version) [Official Lyric Video],2021-02-12T05:00:00Z,"Official lyric video for “Love Story” (Taylor’s Version) – off her upcoming Fearless (Taylor’s Version) album. Pre-order the album here: https://taylor.lnk.to/fearlesstaylorsversion

►Subscribe to Taylor Swift on YouTube: https://ts.lnk.to/subscribe 
 
►Exclusive Merch: http://taylorswift.lnk.to/store

►Follow Taylor Swift online:
Instagram: http://instagram.com/taylorswift  
Facebook: http://facebook.com/taylorswift  
Tumblr: http://taylorswift.tumblr.com  
Twitter: http://twitter.com/taylorswift13  
Snapchat: http://snapchat.com/add/taylorswift
Website: http://www.taylorswift.com  

►Follow Taylor Nation Online
Instagram: http://instagram.com/taylornation  
Tumblr: http://taylornation.tumblr.com  
Twitter: http://twitter.com/taylornation13 

#taylorswift #lovestorytaylorsversion #fearlesstaylorsversion

Music video by Taylor Swift performing Love Story (Taylor's Version) (Lyric Video). © 2021 Taylor Swift

http://vevo.ly/5KlBKJ",UCANLZYMidaCbLQFWXBC95Jg,TaylorSwiftVEVO,26587408,1288904,11013,0,93902,https://www.youtube.com/watch?v=aXzVF3XeS8M
B1jYllE0T-k,Taylor Swift - Change,2009-06-16T21:53:38Z,"Music video by Taylor Swift performing Change. (C) 2008 Big Machine Records, LLC.

►Exclusive Merch: https://store.taylorswift.com
 
►Follow Taylor Swift Online
Instagram: http://www.instagram.com/taylorswift
Facebook: http://www.facebook.com/taylorswift
Tumblr: http://taylorswift.tumblr.com
Twitter: http://www.twitter.com/taylorswift13
Website: http://www.taylorswift.com
 
►Follow Taylor Nation Online
Instagram: http://www.instagram.com/taylornation
Tumblr: http://taylornation.tumblr.com
Twitter: http://www.twitter.com/taylornation13",UCANLZYMidaCbLQFWXBC95Jg,TaylorSwiftVEVO,49445033,164390,5551,0,16052,https://www.youtube.com/watch?v=B1jYllE0T-k
BktS1hkMx_k,Taylor Swift - We Are Never Ever Getting Back Together (Live from New York City),2012-11-06T00:00:26Z,"Music video by Taylor Swift performing We Are Never Ever Getting Back Together (Live from New York City). © 2012 Big Machine Records, LLC
 
►Exclusive Merch: https://store.taylorswift.com
 
►Follow Taylor Swift Online
Instagram: http://www.instagram.com/taylorswift
Facebook: http://www.facebook.com/taylorswift
Tumblr: http://taylorswift.tumblr.com
Twitter: http://www.twitter.com/taylorswift13
Website: http://www.taylorswift.com
 
►Follow Taylor Nation Online
Instagram: http://www.instagram.com/taylornation
Tumblr: http://taylornation.tumblr.com
Twitter: http://www.twitter.com/taylornation13",UCANLZYMidaCbLQFWXBC95Jg,TaylorSwiftVEVO,11570060,97098,3381,0,4932,https://www.youtube.com/watch?v=BktS1hkMx_k
bqOfdv9i4sE,ME! (feat. Brendon Urie of Panic! At The Disco) (Live From The Billboard Music Awards /...,2019-05-02T05:32:27Z,"‘folklore’ album out now: https://store.taylorswift.com 

ME! (feat. Brendon Urie of Panic! At The Disco) available now. Download here: https://TaylorSwift.lnk.to/MeYD
 
►Exclusive Merch: https://store.taylorswift.com
 
►Follow Taylor Swift Online
Instagram: http://www.instagram.com/taylorswift
Facebook: http://www.facebook.com/taylorswift
Tumblr: http://taylorswift.tumblr.com
Twitter: http://www.twitter.com/taylorswift13
Website: http://www.taylorswift.com
 
►Follow Taylor Nation Online
Instagram: http://www.instagram.com/taylornation
Tumblr: http://taylornation.tumblr.com
Twitter: http://www.twitter.com/taylornation13",UCANLZYMidaCbLQFWXBC95Jg,TaylorSwiftVEVO,58847135,1431330,40827,0,54030,https://www.youtube.com/watch?v=bqOfdv9i4sE
bs5SZOHowHI,Shake It Off Outtakes Video #6 - The Ribbon Dancers (Behind The Scenes Video),2014-10-01T04:01:01Z,"Shake It Off Outtakes Video #6 - The Ribbon Dancers (Behind The Scenes Video)
 
►Exclusive Merch: https://store.taylorswift.com
 
►Follow Taylor Swift Online
Instagram: http://www.instagram.com/taylorswift
Facebook: http://www.facebook.com/taylorswift
Tumblr: http://taylorswift.tumblr.com
Twitter: http://www.twitter.com/taylorswift13
Website: http://www.taylorswift.com
 
►Follow Taylor Nation Online
Instagram: http://www.instagram.com/taylornation
Tumblr: http://taylornation.tumblr.com
Twitter: http://www.twitter.com/taylornation13",UCANLZYMidaCbLQFWXBC95Jg,TaylorSwiftVEVO,4346298,42245,1631,0,1440,https://www.youtube.com/watch?v=bs5SZOHowHI
c_p_TBaHvos,Taylor Swift - coney island (Lyric Video) ft. The National,2020-12-11T05:00:08Z,"Official lyric video by Taylor Swift ft. The National performing “coney island” – off her evermore album. 
Listen to the album here: https://taylor.lnk.to/evermorealbum 

►Subscribe to Taylor Swift on YouTube: https://ts.lnk.to/subscribe  
 
►Exclusive Merch: http://taylorswift.lnk.to/store 

►Follow Taylor Swift online:
Instagram: http://instagram.com/taylorswift   
Facebook: http://facebook.com/taylorswift    
Tumblr: http://taylorswift.tumblr.com   
Twitter: http://twitter.com/taylorswift13   
Snapchat: http://snapchat.com/add/taylorswift 
Website: http://www.taylorswift.com   

►Follow Taylor Nation Online
Instagram: http://instagram.com/taylornation   
Tumblr: http://taylornation.tumblr.com   
Twitter: http://twitter.com/taylornation13

#TaylorSwift #coneyisland #evermore

Music video by Taylor Swift performing coney island (Lyric Video). © 2020 Taylor Swift

http://vevo.ly/iFOSPI",UCANLZYMidaCbLQFWXBC95Jg,TaylorSwiftVEVO,6868483,134015,942,0,5639,https://www.youtube.com/watch?v=c_p_TBaHvos
cMPEd8m79Hw,Taylor Swift - Begin Again,2012-10-24T04:01:06Z,"Music video by Taylor Swift performing Begin Again. (C) 2012 Big Machine Records, LLC.
 
►Exclusive Merch: https://store.taylorswift.com
 
►Follow Taylor Swift Online
Instagram: http://www.instagram.com/taylorswift
Facebook: http://www.facebook.com/taylorswift
Tumblr: http://taylorswift.tumblr.com
Twitter: http://www.twitter.com/taylorswift13
Website: http://www.taylorswift.com
 
►Follow Taylor Nation Online
Instagram: http://www.instagram.com/taylornation
Tumblr: http://taylornation.tumblr.com
Twitter: http://www.twitter.com/taylornation13",UCANLZYMidaCbLQFWXBC95Jg,TaylorSwiftVEVO,189923889,1142624,29957,0,58499,https://www.youtube.com/watch?v=cMPEd8m79Hw
cQ5tlnGg4wc,Taylor Swift - Begin Again (Live from New York City),2012-11-06T00:00:25Z,"Music video by Taylor Swift performing Begin Again (Live from New York City). © 2012 Big Machine Records, LLC
 
►Exclusive Merch: https://store.taylorswift.com
 
►Follow Taylor Swift Online
Instagram: http://www.instagram.com/taylorswift
Facebook: http://www.facebook.com/taylorswift
Tumblr: http://taylorswift.tumblr.com
Twitter: http://www.twitter.com/taylorswift13
Website: http://www.taylorswift.com
 
►Follow Taylor Nation Online
Instagram: http://www.instagram.com/taylornation
Tumblr: http://taylornation.tumblr.com
Twitter: http://www.twitter.com/taylornation13",UCANLZYMidaCbLQFWXBC95Jg,TaylorSwiftVEVO,3878512,50815,950,0,2600,https://www.youtube.com/watch?v=cQ5tlnGg4wc
CUr_UwUUXzU,Taylor Swift - Wildest Dreams (Taylor’s Version) (Official Audio),2021-09-17T22:04:01Z,"Listen to the song here: https://taylor.lnk.to/wildestdreamsTV

►Subscribe to Taylor Swift on YouTube: https://ts.lnk.to/subscribe 
 
►Exclusive Merch: http://taylorswift.lnk.to/store

►Follow Taylor Swift online:
Instagram: http://instagram.com/taylorswift  
Facebook: http://facebook.com/taylorswift  
Tumblr: http://taylorswift.tumblr.com  
Twitter: http://twitter.com/taylorswift13  
Snapchat: http://snapchat.com/add/taylorswift
Website: http://www.taylorswift.com  

►Follow Taylor Nation Online
Instagram: http://instagram.com/taylornation  
Tumblr: http://taylornation.tumblr.com  
Twitter: http://twitter.com/taylornation13 

#taylorswift #wildestdeams #taylorsversion",UCANLZYMidaCbLQFWXBC95Jg,TaylorSwiftVEVO,8396815,470520,1988,0,20309,https://www.youtube.com/watch?v=CUr_UwUUXzU
cvUAzpn48xA,Taylor Swift - Lover (Lyric Video),2019-08-16T04:00:05Z,"Music video by Taylor Swift performing Lover (Lyric Video).
 
►Listen to “Lover"" (Song) here: https://TaylorSwift.lnk.to/lover-song
►Pre-Order ‘Lover’ (Album) here: https://TaylorSwift.lnk.to/Loversu
 
►Exclusive Merch: https://store.taylorswift.com
 
►Follow Taylor Swift Online
Instagram: http://www.instagram.com/taylorswift
Facebook: http://www.facebook.com/taylorswift
Tumblr: http://taylorswift.tumblr.com
Twitter: http://www.twitter.com/taylorswift13
Website: http://www.taylorswift.com
 
►Follow Taylor Nation Online
Instagram: http://www.instagram.com/taylornation
Tumblr: http://taylornation.tumblr.com
Twitter: http://www.twitter.com/taylornation13
 
© 2019 Taylor Swift",UCANLZYMidaCbLQFWXBC95Jg,TaylorSwiftVEVO,33258546,753126,19991,0,42452,https://www.youtube.com/watch?v=cvUAzpn48xA
cwFbq-70EwE,Taylor Swift - Tell Me Why (Taylor's Version) (Lyric Video),2021-04-09T04:00:25Z,"Official lyric video for “Tell Me Why” (Taylor’s Version) – off her Fearless (Taylor’s Version) album. Get the album here: https://taylor.lnk.to/fearlesstaylorsversion. 

►Subscribe to Taylor Swift on YouTube: https://ts.lnk.to/subscribe 
 
►Exclusive Merch: http://taylorswift.lnk.to/store

►Follow Taylor Swift online:
Instagram: http://instagram.com/taylorswift  
Facebook: http://facebook.com/taylorswift  
Tumblr: http://taylorswift.tumblr.com  
Twitter: http://twitter.com/taylorswift13  
Snapchat: http://snapchat.com/add/taylorswift
Website: http://www.taylorswift.com  

►Follow Taylor Nation Online
Instagram: http://instagram.com/taylornation  
Tumblr: http://taylornation.tumblr.com  
Twitter: http://twitter.com/taylornation13
TikTok: http://tiktok.com/@taylornation

Official Lyrics:
 
I took a chance, I took a shot 
And you might think I’m bulletproof, but I’m not 
You took a swing, I took it hard 
And down here from the ground I see who you are 

I’m sick and tired of your attitude 
I’m feeling like I don’t know you 
You tell me that you love me then cut me down 
And I need you like a heartbeat 
But you know you got a mean streak 
Makes me run for cover when you’re around 
Here’s to you and your temper 
Yes, I remember what you said last night 
I know that you see what you’re doing to me 
Tell me why 

Well you could write a book on how to ruin someone’s perfect day 
Well I get so confused and frustrated 
Forget what I’m trying to say, oh 

I’m sick and tired of your reasons 
I got no one to believe in 
You tell me that you want me, then push me around 
And I need you like a heartbeat 
But you know you got a mean streak 
Makes me run for cover when you’re around 
Here’s to you and your temper 
Yes, I remember what you said last night 
And I know that you see what you’re doing to me 
Tell me why 

Why…do you have to make me feel small 
So you can feel whole inside? 
Why…do you have to put down my dreams 
So you’re the only thing on my mind? 

Well, I’m sick and tired of your attitude 
Feeling like I don’t know you 
You tell me that you want me then cut me down 
I’m sick and tired of your reasons 
I’ve got no one to believe in 
You ask me for my love then you push me around 
Here’s to you and your temper 
Yes, I remember what you said last night 
And I know that you see what you’re doing to me 
Tell me why 
Why, tell me why, oh 

I take a step back, let you go 
I told you I’m not bulletproof 
Now you know

#taylorswift #tellmewhy #fearlesstaylorsversion",UCANLZYMidaCbLQFWXBC95Jg,TaylorSwiftVEVO,1606662,62112,187,0,2037,https://www.youtube.com/watch?v=cwFbq-70EwE
d_2WyBcFbFY,Taylor Swift - The Archer (Live From Paris),2020-05-18T02:00:03Z,"►Subscribe to Taylor Swift on YouTube: https://ts.lnk.to/subscribe

►Exclusive Merch: https://store.taylorswift.com

►Follow Taylor Swift Online
Instagram: http://www.instagram.com/taylorswift
Facebook: http://www.facebook.com/taylorswift
Tumblr: http://taylorswift.tumblr.com
Twitter: http://www.twitter.com/taylorswift13
Website: http://www.taylorswift.com

►Follow Taylor Nation Online
Instagram: http://www.instagram.com/taylornation
Tumblr: http://taylornation.tumblr.com
Twitter: http://www.twitter.com/taylornation13

fficial lyrics for ""The Archer"" 
written by Taylor Swift

Combat
I'm ready for combat
I saw I don't want that
But what if I do?
'Cause cruelty wins in the movies
I've got a hundred thrown out speeches I almost said to you
Easy they come, easy they go
I jump from the train
I ride off alone
I never grew up,
It's getting so old
Help me hold onto you
I've been the archer
I've been the prey
Who could ever leave me darling...
But who could stay?
Dark side
I search for your dark side
But what if I'm all right, right, right, right here?
And i cut off my nose just to spite my face
Then hate my reflection for years and years
I wake in the night
I pace like a ghost
The room is on fire
Invisible smoke
And all my heroes
Die all alone
Help me hold onto you
I've been the archer
I've been the prey
Screaming who could ever leave me darling...
But who could stay?

'Cause they see right through me
They see right through me
They see right through me
Can you see right through me?
They see right through
They see right through me
I see right through me
I see right through me
All the king's horses, all the king's men
Couldn't put me together again
'Cause all of my enemies
Started out friends
Help me hold onto you
I've been the archer
I've been the prey
Who could ever leave me darling...
But who could stay?
Who could stay?
Who could stay?
You could stay
You could stay
Combat
I'm ready for combat

#TaylorSwift #LiveFromParis #TheArcher

Music video by Taylor Swift performing The Archer (Live From Paris / Audio). © 2020 Taylor Swift

http://vevo.ly/fwBDjT",UCANLZYMidaCbLQFWXBC95Jg,TaylorSwiftVEVO,595761,23136,164,0,1000,https://www.youtube.com/watch?v=d_2WyBcFbFY
D1Xr-JFLxik,Taylor Swift - White Horse,2009-06-16T22:20:05Z,"Music video by Taylor Swift performing White Horse. (C) 2009 Big Machine Records, LLC
 
►Exclusive Merch: https://store.taylorswift.com
 
►Follow Taylor Swift Online
Instagram: http://www.instagram.com/taylorswift
Facebook: http://www.facebook.com/taylorswift
Tumblr: http://taylorswift.tumblr.com
Twitter: http://www.twitter.com/taylorswift13
Website: http://www.taylorswift.com
 
►Follow Taylor Nation Online
Instagram: http://www.instagram.com/taylornation
Tumblr: http://taylornation.tumblr.com
Twitter: http://www.twitter.com/taylornation13",UCANLZYMidaCbLQFWXBC95Jg,TaylorSwiftVEVO,152369521,644331,17155,0,43685,https://www.youtube.com/watch?v=D1Xr-JFLxik
dfnCAmr569k,"Taylor Swift - End Game ft. Ed Sheeran, Future",2018-01-12T05:00:01Z,"►Exclusive Merch: https://store.taylorswift.com
 
►Follow Taylor Swift Online
Instagram: http://www.instagram.com/taylorswift
Facebook: http://www.facebook.com/taylorswift
Tumblr: http://taylorswift.tumblr.com
Twitter: http://www.twitter.com/taylorswift13
Website: http://www.taylorswift.com
 
►Follow Taylor Nation Online
Instagram: http://www.instagram.com/taylornation
Tumblr: http://taylornation.tumblr.com
Twitter: http://www.twitter.com/taylornation13",UCANLZYMidaCbLQFWXBC95Jg,TaylorSwiftVEVO,251765137,3059643,163552,0,176432,https://www.youtube.com/watch?v=dfnCAmr569k
dHdAN4FXzmc,Taylor Swift - Don’t You (Taylor’s Version) (From The Vault) (Lyric Video),2021-04-09T04:00:09Z,"Official lyric video for “Don’t You” (From The Vault) (Taylor’s Version) – off her Fearless (Taylor’s Version) album. Get the album here: https://taylor.lnk.to/fearlesstaylorsversion. 

►Subscribe to Taylor Swift on YouTube: https://ts.lnk.to/subscribe 
 
►Exclusive Merch: http://taylorswift.lnk.to/store

►Follow Taylor Swift online:
Instagram: http://instagram.com/taylorswift  
Facebook: http://facebook.com/taylorswift  
Tumblr: http://taylorswift.tumblr.com  
Twitter: http://twitter.com/taylorswift13  
Snapchat: http://snapchat.com/add/taylorswift
Website: http://www.taylorswift.com  

►Follow Taylor Nation Online
Instagram: http://instagram.com/taylornation  
Tumblr: http://taylornation.tumblr.com  
Twitter: http://twitter.com/taylornation13
TikTok: http://tiktok.com/@taylornation

Official Lyrics:

Hey
I knew I’d run into you somewhere 
It’s been a while, I didn’t mean to stare 
I heard she’s nothing like me 
I’m sure she’ll make you happy 

But don’t you 
Don’t you smile at me and ask me how I’ve been 
Don’t you say you’ve missed me if you don’t want me again 
You don’t know how much I feel I love you still 
So why don’t you 
Don’t you 

Sometimes 
I really wish that I could hate you 
I’ve tried 
But that’s just something I can’t do 
My heart knows what the truth is 
I swore I wouldn’t do this 

Repeat chorus 

So I’ll walk out of here tonight 
Tried to go on with my life 
And you can say we’re still friends 
But I don’t want to pretend 
So if I see you again 

Repeat chorus 
Don’t you

#taylorswift #dontyou #fromthevault #fearlesstaylorsversion",UCANLZYMidaCbLQFWXBC95Jg,TaylorSwiftVEVO,1786119,74644,228,0,3304,https://www.youtube.com/watch?v=dHdAN4FXzmc
DIMDgq_MYJs,Taylor Swift - ME! (Live From Paris),2020-05-18T02:00:02Z,"►Subscribe to Taylor Swift on YouTube: https://ts.lnk.to/subscribe

►Exclusive Merch: https://store.taylorswift.com

►Follow Taylor Swift Online
Instagram: http://www.instagram.com/taylorswift
Facebook: http://www.facebook.com/taylorswift
Tumblr: http://taylorswift.tumblr.com
Twitter: http://www.twitter.com/taylorswift13
Website: http://www.taylorswift.com

►Follow Taylor Nation Online
Instagram: http://www.instagram.com/taylornation
Tumblr: http://taylornation.tumblr.com
Twitter: http://www.twitter.com/taylornation13

#TaylorSwift #LiveFromParis #ME!

Music video by Taylor Swift performing ME! (Live From Paris / Audio). © 2020 Taylor Swift

http://vevo.ly/cpDzFo",UCANLZYMidaCbLQFWXBC95Jg,TaylorSwiftVEVO,551447,30020,240,0,1398,https://www.youtube.com/watch?v=DIMDgq_MYJs
