artist_name,artist_id,album_id,album_type,album_images,album_release_date,album_release_year,album_release_date_precision,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,track_id,analysis_url,time_signature,artists,available_markets,disc_number,duration_ms,explicit,track_href,is_local,track_name,track_preview_url,track_number,type,track_uri,external_urls.spotify,album_name,key_name,mode_name,key_mode,href,id,name,popularity,preview_url,uri,album.album_type,album.artists,album.available_markets,album.href,album.id,album.images,album.name,album.release_date,album.release_date_precision,album.total_tracks,album.type,album.uri,album.external_urls.spotify,external_ids.isrc
Taylor Swift,06HL4z0CvFAxyc27GXpf02,4hDok0OAJd57SGIT8xuWJH,album,,2021-04-09,2021,day,0.599,0.494,2,-7.61,1,0.0372,0.816,0,0.101,0.44,142.893,4CHpVfAhuxNJ3ibExe6kxO,https://api.spotify.com/v1/audio-analysis/4CHpVfAhuxNJ3ibExe6kxO,4,,,1,220839,FALSE,https://api.spotify.com/v1/tracks/4CHpVfAhuxNJ3ibExe6kxO,FALSE,You All Over Me (feat. Maren Morris) (Taylor’s Version) (From The Vault),NA,21,track,spotify:track:4CHpVfAhuxNJ3ibExe6kxO,https://open.spotify.com/track/4CHpVfAhuxNJ3ibExe6kxO,Fearless (Taylor's Version),D,major,D major,https://api.spotify.com/v1/tracks/4CHpVfAhuxNJ3ibExe6kxO,4CHpVfAhuxNJ3ibExe6kxO,You All Over Me (feat. Maren Morris) (Taylor’s Version) (From The Vault),62,NA,spotify:track:4CHpVfAhuxNJ3ibExe6kxO,album,,,https://api.spotify.com/v1/albums/4hDok0OAJd57SGIT8xuWJH,4hDok0OAJd57SGIT8xuWJH,,Fearless (Taylor's Version),2021-04-09,day,26,album,spotify:album:4hDok0OAJd57SGIT8xuWJH,https://open.spotify.com/album/4hDok0OAJd57SGIT8xuWJH,USUG12100637
Taylor Swift,06HL4z0CvFAxyc27GXpf02,4hDok0OAJd57SGIT8xuWJH,album,,2021-04-09,2021,day,0.66,0.817,11,-6.269,0,0.0521,0.162,0,0.0667,0.714,135.942,2CYVETnhM9aytqrazYYwrK,https://api.spotify.com/v1/audio-analysis/2CYVETnhM9aytqrazYYwrK,4,,,1,277591,FALSE,https://api.spotify.com/v1/tracks/2CYVETnhM9aytqrazYYwrK,FALSE,Mr. Perfectly Fine (Taylor’s Version) (From The Vault),NA,22,track,spotify:track:2CYVETnhM9aytqrazYYwrK,https://open.spotify.com/track/2CYVETnhM9aytqrazYYwrK,Fearless (Taylor's Version),B,minor,B minor,https://api.spotify.com/v1/tracks/2CYVETnhM9aytqrazYYwrK,2CYVETnhM9aytqrazYYwrK,Mr. Perfectly Fine (Taylor’s Version) (From The Vault),73,NA,spotify:track:2CYVETnhM9aytqrazYYwrK,album,,,https://api.spotify.com/v1/albums/4hDok0OAJd57SGIT8xuWJH,4hDok0OAJd57SGIT8xuWJH,,Fearless (Taylor's Version),2021-04-09,day,26,album,spotify:album:4hDok0OAJd57SGIT8xuWJH,https://open.spotify.com/album/4hDok0OAJd57SGIT8xuWJH,USUG12100638
Taylor Swift,06HL4z0CvFAxyc27GXpf02,4hDok0OAJd57SGIT8xuWJH,album,,2021-04-09,2021,day,0.609,0.373,0,-8.819,1,0.0263,0.849,0,0.0779,0.13,106.007,34V9RiEPe8MNdU32qJsJa1,https://api.spotify.com/v1/audio-analysis/34V9RiEPe8MNdU32qJsJa1,4,,,1,244236,FALSE,https://api.spotify.com/v1/tracks/34V9RiEPe8MNdU32qJsJa1,FALSE,We Were Happy (Taylor’s Version) (From The Vault),NA,23,track,spotify:track:34V9RiEPe8MNdU32qJsJa1,https://open.spotify.com/track/34V9RiEPe8MNdU32qJsJa1,Fearless (Taylor's Version),C,major,C major,https://api.spotify.com/v1/tracks/34V9RiEPe8MNdU32qJsJa1,34V9RiEPe8MNdU32qJsJa1,We Were Happy (Taylor’s Version) (From The Vault),64,NA,spotify:track:34V9RiEPe8MNdU32qJsJa1,album,,,https://api.spotify.com/v1/albums/4hDok0OAJd57SGIT8xuWJH,4hDok0OAJd57SGIT8xuWJH,,Fearless (Taylor's Version),2021-04-09,day,26,album,spotify:album:4hDok0OAJd57SGIT8xuWJH,https://open.spotify.com/album/4hDok0OAJd57SGIT8xuWJH,USUG12100639
Taylor Swift,06HL4z0CvFAxyc27GXpf02,4hDok0OAJd57SGIT8xuWJH,album,,2021-04-09,2021,day,0.588,0.608,5,-7.062,1,0.0365,0.225,0,0.092,0.508,90.201,7eResoqEJJAVTkQYSqvO3P,https://api.spotify.com/v1/audio-analysis/7eResoqEJJAVTkQYSqvO3P,4,,,1,189495,FALSE,https://api.spotify.com/v1/tracks/7eResoqEJJAVTkQYSqvO3P,FALSE,That’s When (feat. Keith Urban) (Taylor’s Version) (From The Vault),NA,24,track,spotify:track:7eResoqEJJAVTkQYSqvO3P,https://open.spotify.com/track/7eResoqEJJAVTkQYSqvO3P,Fearless (Taylor's Version),F,major,F major,https://api.spotify.com/v1/tracks/7eResoqEJJAVTkQYSqvO3P,7eResoqEJJAVTkQYSqvO3P,That’s When (feat. Keith Urban) (Taylor’s Version) (From The Vault),66,NA,spotify:track:7eResoqEJJAVTkQYSqvO3P,album,,,https://api.spotify.com/v1/albums/4hDok0OAJd57SGIT8xuWJH,4hDok0OAJd57SGIT8xuWJH,,Fearless (Taylor's Version),2021-04-09,day,26,album,spotify:album:4hDok0OAJd57SGIT8xuWJH,https://open.spotify.com/album/4hDok0OAJd57SGIT8xuWJH,USUG12100640
Taylor Swift,06HL4z0CvFAxyc27GXpf02,4hDok0OAJd57SGIT8xuWJH,album,,2021-04-09,2021,day,0.563,0.473,3,-11.548,1,0.0503,0.514,1.2e-5,0.109,0.405,101.934,4uuEGH5SVuzkkSFjo2DEiY,https://api.spotify.com/v1/audio-analysis/4uuEGH5SVuzkkSFjo2DEiY,4,,,1,208608,FALSE,https://api.spotify.com/v1/tracks/4uuEGH5SVuzkkSFjo2DEiY,FALSE,Don’t You (Taylor’s Version) (From The Vault),NA,25,track,spotify:track:4uuEGH5SVuzkkSFjo2DEiY,https://open.spotify.com/track/4uuEGH5SVuzkkSFjo2DEiY,Fearless (Taylor's Version),D#,major,D# major,https://api.spotify.com/v1/tracks/4uuEGH5SVuzkkSFjo2DEiY,4uuEGH5SVuzkkSFjo2DEiY,Don’t You (Taylor’s Version) (From The Vault),64,NA,spotify:track:4uuEGH5SVuzkkSFjo2DEiY,album,,,https://api.spotify.com/v1/albums/4hDok0OAJd57SGIT8xuWJH,4hDok0OAJd57SGIT8xuWJH,,Fearless (Taylor's Version),2021-04-09,day,26,album,spotify:album:4hDok0OAJd57SGIT8xuWJH,https://open.spotify.com/album/4hDok0OAJd57SGIT8xuWJH,USUG12100641
Taylor Swift,06HL4z0CvFAxyc27GXpf02,4hDok0OAJd57SGIT8xuWJH,album,,2021-04-09,2021,day,0.624,0.624,5,-7.86,1,0.053900000000000003,0.334,0,0.0995,0.527,80.132,4qUijfYU8EoIWiY6oSyrgT,https://api.spotify.com/v1/audio-analysis/4qUijfYU8EoIWiY6oSyrgT,4,,,1,242157,FALSE,https://api.spotify.com/v1/tracks/4qUijfYU8EoIWiY6oSyrgT,FALSE,Bye Bye Baby (Taylor’s Version) (From The Vault),NA,26,track,spotify:track:4qUijfYU8EoIWiY6oSyrgT,https://open.spotify.com/track/4qUijfYU8EoIWiY6oSyrgT,Fearless (Taylor's Version),F,major,F major,https://api.spotify.com/v1/tracks/4qUijfYU8EoIWiY6oSyrgT,4qUijfYU8EoIWiY6oSyrgT,Bye Bye Baby (Taylor’s Version) (From The Vault),63,NA,spotify:track:4qUijfYU8EoIWiY6oSyrgT,album,,,https://api.spotify.com/v1/albums/4hDok0OAJd57SGIT8xuWJH,4hDok0OAJd57SGIT8xuWJH,,Fearless (Taylor's Version),2021-04-09,day,26,album,spotify:album:4hDok0OAJd57SGIT8xuWJH,https://open.spotify.com/album/4hDok0OAJd57SGIT8xuWJH,USUG12100642
Taylor Swift,06HL4z0CvFAxyc27GXpf02,2Xoteh7uEpea4TohMxjtaq,album,,2020-12-11,2020,day,0.392,0.574,7,-9.195,1,0.17,0.833,0.00179,0.145,0.529,81.112,0lx2cLdOt3piJbcaXIV74f,https://api.spotify.com/v1/audio-analysis/0lx2cLdOt3piJbcaXIV74f,4,,,1,214706,FALSE,https://api.spotify.com/v1/tracks/0lx2cLdOt3piJbcaXIV74f,FALSE,willow,NA,1,track,spotify:track:0lx2cLdOt3piJbcaXIV74f,https://open.spotify.com/track/0lx2cLdOt3piJbcaXIV74f,evermore,G,major,G major,https://api.spotify.com/v1/tracks/0lx2cLdOt3piJbcaXIV74f,0lx2cLdOt3piJbcaXIV74f,willow,79,NA,spotify:track:0lx2cLdOt3piJbcaXIV74f,album,,,https://api.spotify.com/v1/albums/2Xoteh7uEpea4TohMxjtaq,2Xoteh7uEpea4TohMxjtaq,,evermore,2020-12-11,day,15,album,spotify:album:2Xoteh7uEpea4TohMxjtaq,https://open.spotify.com/album/2Xoteh7uEpea4TohMxjtaq,USUG12004699
Taylor Swift,06HL4z0CvFAxyc27GXpf02,2Xoteh7uEpea4TohMxjtaq,album,,2020-12-11,2020,day,0.462,0.24,0,-12.077,1,0.0377,0.92,0,0.113,0.32,171.319,0sY6ZUTh4yoctD8VIXz339,https://api.spotify.com/v1/audio-analysis/0sY6ZUTh4yoctD8VIXz339,4,,,1,244000,TRUE,https://api.spotify.com/v1/tracks/0sY6ZUTh4yoctD8VIXz339,FALSE,champagne problems,NA,2,track,spotify:track:0sY6ZUTh4yoctD8VIXz339,https://open.spotify.com/track/0sY6ZUTh4yoctD8VIXz339,evermore,C,major,C major,https://api.spotify.com/v1/tracks/0sY6ZUTh4yoctD8VIXz339,0sY6ZUTh4yoctD8VIXz339,champagne problems,76,NA,spotify:track:0sY6ZUTh4yoctD8VIXz339,album,,,https://api.spotify.com/v1/albums/2Xoteh7uEpea4TohMxjtaq,2Xoteh7uEpea4TohMxjtaq,,evermore,2020-12-11,day,15,album,spotify:album:2Xoteh7uEpea4TohMxjtaq,https://open.spotify.com/album/2Xoteh7uEpea4TohMxjtaq,USUG12004700
Taylor Swift,06HL4z0CvFAxyc27GXpf02,2Xoteh7uEpea4TohMxjtaq,album,,2020-12-11,2020,day,0.512,0.462,9,-10.491,1,0.0408,0.83,0.166,0.121,0.353,112.05,5BK0uqwY9DNfZ630STAEaq,https://api.spotify.com/v1/audio-analysis/5BK0uqwY9DNfZ630STAEaq,4,,,1,185320,TRUE,https://api.spotify.com/v1/tracks/5BK0uqwY9DNfZ630STAEaq,FALSE,gold rush,NA,3,track,spotify:track:5BK0uqwY9DNfZ630STAEaq,https://open.spotify.com/track/5BK0uqwY9DNfZ630STAEaq,evermore,A,major,A major,https://api.spotify.com/v1/tracks/5BK0uqwY9DNfZ630STAEaq,5BK0uqwY9DNfZ630STAEaq,gold rush,71,NA,spotify:track:5BK0uqwY9DNfZ630STAEaq,album,,,https://api.spotify.com/v1/albums/2Xoteh7uEpea4TohMxjtaq,2Xoteh7uEpea4TohMxjtaq,,evermore,2020-12-11,day,15,album,spotify:album:2Xoteh7uEpea4TohMxjtaq,https://open.spotify.com/album/2Xoteh7uEpea4TohMxjtaq,USUG12004702
Taylor Swift,06HL4z0CvFAxyc27GXpf02,2Xoteh7uEpea4TohMxjtaq,album,,2020-12-11,2020,day,0.575,0.434,5,-8.193,1,0.0312,0.735,6.59e-5,0.105,0.348,145.916,7dW84mWkdWE5a6lFWxJCBG,https://api.spotify.com/v1/audio-analysis/7dW84mWkdWE5a6lFWxJCBG,4,,,1,229840,FALSE,https://api.spotify.com/v1/tracks/7dW84mWkdWE5a6lFWxJCBG,FALSE,‘tis the damn season,NA,4,track,spotify:track:7dW84mWkdWE5a6lFWxJCBG,https://open.spotify.com/track/7dW84mWkdWE5a6lFWxJCBG,evermore,F,major,F major,https://api.spotify.com/v1/tracks/7dW84mWkdWE5a6lFWxJCBG,7dW84mWkdWE5a6lFWxJCBG,‘tis the damn season,67,NA,spotify:track:7dW84mWkdWE5a6lFWxJCBG,album,,,https://api.spotify.com/v1/albums/2Xoteh7uEpea4TohMxjtaq,2Xoteh7uEpea4TohMxjtaq,,evermore,2020-12-11,day,15,album,spotify:album:2Xoteh7uEpea4TohMxjtaq,https://open.spotify.com/album/2Xoteh7uEpea4TohMxjtaq,USUG12004704
Taylor Swift,06HL4z0CvFAxyc27GXpf02,2Xoteh7uEpea4TohMxjtaq,album,,2020-12-11,2020,day,0.316,0.361,9,-10.381,1,0.0488,0.878,2.67e-5,0.0797,0.221,74.952,0PurA4JVJ8YQgSVopY8fn6,https://api.spotify.com/v1/audio-analysis/0PurA4JVJ8YQgSVopY8fn6,5,,,1,245440,TRUE,https://api.spotify.com/v1/tracks/0PurA4JVJ8YQgSVopY8fn6,FALSE,tolerate it,NA,5,track,spotify:track:0PurA4JVJ8YQgSVopY8fn6,https://open.spotify.com/track/0PurA4JVJ8YQgSVopY8fn6,evermore,A,major,A major,https://api.spotify.com/v1/tracks/0PurA4JVJ8YQgSVopY8fn6,0PurA4JVJ8YQgSVopY8fn6,tolerate it,67,NA,spotify:track:0PurA4JVJ8YQgSVopY8fn6,album,,,https://api.spotify.com/v1/albums/2Xoteh7uEpea4TohMxjtaq,2Xoteh7uEpea4TohMxjtaq,,evermore,2020-12-11,day,15,album,spotify:album:2Xoteh7uEpea4TohMxjtaq,https://open.spotify.com/album/2Xoteh7uEpea4TohMxjtaq,USUG12004705
Taylor Swift,06HL4z0CvFAxyc27GXpf02,2Xoteh7uEpea4TohMxjtaq,album,,2020-12-11,2020,day,0.546,0.613,7,-7.589,0,0.0264,0.418,0,0.103,0.535,79.015,3RaT22zZsxVYxxKR7TAaYF,https://api.spotify.com/v1/audio-analysis/3RaT22zZsxVYxxKR7TAaYF,4,,,1,215626,FALSE,https://api.spotify.com/v1/tracks/3RaT22zZsxVYxxKR7TAaYF,FALSE,"no body, no crime (feat. HAIM)",NA,6,track,spotify:track:3RaT22zZsxVYxxKR7TAaYF,https://open.spotify.com/track/3RaT22zZsxVYxxKR7TAaYF,evermore,G,minor,G minor,https://api.spotify.com/v1/tracks/3RaT22zZsxVYxxKR7TAaYF,3RaT22zZsxVYxxKR7TAaYF,"no body, no crime (feat. HAIM)",68,NA,spotify:track:3RaT22zZsxVYxxKR7TAaYF,album,,,https://api.spotify.com/v1/albums/2Xoteh7uEpea4TohMxjtaq,2Xoteh7uEpea4TohMxjtaq,,evermore,2020-12-11,day,15,album,spotify:album:2Xoteh7uEpea4TohMxjtaq,https://open.spotify.com/album/2Xoteh7uEpea4TohMxjtaq,USUG12004707
Taylor Swift,06HL4z0CvFAxyc27GXpf02,2Xoteh7uEpea4TohMxjtaq,album,,2020-12-11,2020,day,0.559,0.334,11,-10.733,1,0.0376,0.87,0,0.114,0.211,122.079,73YUReisjb3A9ActdLLjJQ,https://api.spotify.com/v1/audio-analysis/73YUReisjb3A9ActdLLjJQ,4,,,1,315146,TRUE,https://api.spotify.com/v1/tracks/73YUReisjb3A9ActdLLjJQ,FALSE,happiness,NA,7,track,spotify:track:73YUReisjb3A9ActdLLjJQ,https://open.spotify.com/track/73YUReisjb3A9ActdLLjJQ,evermore,B,major,B major,https://api.spotify.com/v1/tracks/73YUReisjb3A9ActdLLjJQ,73YUReisjb3A9ActdLLjJQ,happiness,66,NA,spotify:track:73YUReisjb3A9ActdLLjJQ,album,,,https://api.spotify.com/v1/albums/2Xoteh7uEpea4TohMxjtaq,2Xoteh7uEpea4TohMxjtaq,,evermore,2020-12-11,day,15,album,spotify:album:2Xoteh7uEpea4TohMxjtaq,https://open.spotify.com/album/2Xoteh7uEpea4TohMxjtaq,USUG12004708
Taylor Swift,06HL4z0CvFAxyc27GXpf02,2Xoteh7uEpea4TohMxjtaq,album,,2020-12-11,2020,day,0.605,0.488,4,-8.322,1,0.0264,0.696,0,0.129,0.354,119.966,670fUmXf4KQekzbEgaXyPA,https://api.spotify.com/v1/audio-analysis/670fUmXf4KQekzbEgaXyPA,4,,,1,225880,FALSE,https://api.spotify.com/v1/tracks/670fUmXf4KQekzbEgaXyPA,FALSE,dorothea,NA,8,track,spotify:track:670fUmXf4KQekzbEgaXyPA,https://open.spotify.com/track/670fUmXf4KQekzbEgaXyPA,evermore,E,major,E major,https://api.spotify.com/v1/tracks/670fUmXf4KQekzbEgaXyPA,670fUmXf4KQekzbEgaXyPA,dorothea,64,NA,spotify:track:670fUmXf4KQekzbEgaXyPA,album,,,https://api.spotify.com/v1/albums/2Xoteh7uEpea4TohMxjtaq,2Xoteh7uEpea4TohMxjtaq,,evermore,2020-12-11,day,15,album,spotify:album:2Xoteh7uEpea4TohMxjtaq,https://open.spotify.com/album/2Xoteh7uEpea4TohMxjtaq,USUG12004710
Taylor Swift,06HL4z0CvFAxyc27GXpf02,2Xoteh7uEpea4TohMxjtaq,album,,2020-12-11,2020,day,0.537,0.537,8,-11.266,1,0.0617,0.819,9.04e-4,0.142,0.292,107.895,3k7ne7VmH43ZPWxPdvPUgR,https://api.spotify.com/v1/audio-analysis/3k7ne7VmH43ZPWxPdvPUgR,4,,,1,275320,FALSE,https://api.spotify.com/v1/tracks/3k7ne7VmH43ZPWxPdvPUgR,FALSE,coney island (feat. The National),NA,9,track,spotify:track:3k7ne7VmH43ZPWxPdvPUgR,https://open.spotify.com/track/3k7ne7VmH43ZPWxPdvPUgR,evermore,G#,major,G# major,https://api.spotify.com/v1/tracks/3k7ne7VmH43ZPWxPdvPUgR,3k7ne7VmH43ZPWxPdvPUgR,coney island (feat. The National),64,NA,spotify:track:3k7ne7VmH43ZPWxPdvPUgR,album,,,https://api.spotify.com/v1/albums/2Xoteh7uEpea4TohMxjtaq,2Xoteh7uEpea4TohMxjtaq,,evermore,2020-12-11,day,15,album,spotify:album:2Xoteh7uEpea4TohMxjtaq,https://open.spotify.com/album/2Xoteh7uEpea4TohMxjtaq,USUG12004711
Taylor Swift,06HL4z0CvFAxyc27GXpf02,2Xoteh7uEpea4TohMxjtaq,album,,2020-12-11,2020,day,0.515,0.545,2,-9.277,1,0.0353,0.855,1.97e-5,0.0921,0.535,88.856,19CSr8rwW05VJL2F91KFNK,https://api.spotify.com/v1/audio-analysis/19CSr8rwW05VJL2F91KFNK,4,,,1,260440,TRUE,https://api.spotify.com/v1/tracks/19CSr8rwW05VJL2F91KFNK,FALSE,ivy,NA,10,track,spotify:track:19CSr8rwW05VJL2F91KFNK,https://open.spotify.com/track/19CSr8rwW05VJL2F91KFNK,evermore,D,major,D major,https://api.spotify.com/v1/tracks/19CSr8rwW05VJL2F91KFNK,19CSr8rwW05VJL2F91KFNK,ivy,67,NA,spotify:track:19CSr8rwW05VJL2F91KFNK,album,,,https://api.spotify.com/v1/albums/2Xoteh7uEpea4TohMxjtaq,2Xoteh7uEpea4TohMxjtaq,,evermore,2020-12-11,day,15,album,spotify:album:2Xoteh7uEpea4TohMxjtaq,https://open.spotify.com/album/2Xoteh7uEpea4TohMxjtaq,USUG12004712
Taylor Swift,06HL4z0CvFAxyc27GXpf02,2Xoteh7uEpea4TohMxjtaq,album,,2020-12-11,2020,day,0.604,0.517,0,-9.014,1,0.0347,0.768,1.55e-4,0.123,0.511,127.967,1XjHRolIXL2M1EEOUsGGR4,https://api.spotify.com/v1/audio-analysis/1XjHRolIXL2M1EEOUsGGR4,4,,,1,275040,TRUE,https://api.spotify.com/v1/tracks/1XjHRolIXL2M1EEOUsGGR4,FALSE,cowboy like me,NA,11,track,spotify:track:1XjHRolIXL2M1EEOUsGGR4,https://open.spotify.com/track/1XjHRolIXL2M1EEOUsGGR4,evermore,C,major,C major,https://api.spotify.com/v1/tracks/1XjHRolIXL2M1EEOUsGGR4,1XjHRolIXL2M1EEOUsGGR4,cowboy like me,65,NA,spotify:track:1XjHRolIXL2M1EEOUsGGR4,album,,,https://api.spotify.com/v1/albums/2Xoteh7uEpea4TohMxjtaq,2Xoteh7uEpea4TohMxjtaq,,evermore,2020-12-11,day,15,album,spotify:album:2Xoteh7uEpea4TohMxjtaq,https://open.spotify.com/album/2Xoteh7uEpea4TohMxjtaq,USUG12004714
Taylor Swift,06HL4z0CvFAxyc27GXpf02,2Xoteh7uEpea4TohMxjtaq,album,,2020-12-11,2020,day,0.546,0.73,0,-7.704,1,0.0417,0.66,0.179,0.0972,0.573,157.895,2o2sgVJIgFXk8GQjWTgI6U,https://api.spotify.com/v1/audio-analysis/2o2sgVJIgFXk8GQjWTgI6U,4,,,1,215920,FALSE,https://api.spotify.com/v1/tracks/2o2sgVJIgFXk8GQjWTgI6U,FALSE,long story short,NA,12,track,spotify:track:2o2sgVJIgFXk8GQjWTgI6U,https://open.spotify.com/track/2o2sgVJIgFXk8GQjWTgI6U,evermore,C,major,C major,https://api.spotify.com/v1/tracks/2o2sgVJIgFXk8GQjWTgI6U,2o2sgVJIgFXk8GQjWTgI6U,long story short,66,NA,spotify:track:2o2sgVJIgFXk8GQjWTgI6U,album,,,https://api.spotify.com/v1/albums/2Xoteh7uEpea4TohMxjtaq,2Xoteh7uEpea4TohMxjtaq,,evermore,2020-12-11,day,15,album,spotify:album:2Xoteh7uEpea4TohMxjtaq,https://open.spotify.com/album/2Xoteh7uEpea4TohMxjtaq,USUG12004716
Taylor Swift,06HL4z0CvFAxyc27GXpf02,2Xoteh7uEpea4TohMxjtaq,album,,2020-12-11,2020,day,0.535,0.561,5,-11.609,1,0.0484,0.876,1.36e-4,0.115,0.287,96.103,12ntTeqEeTg7GAVpe8Mhpl,https://api.spotify.com/v1/audio-analysis/12ntTeqEeTg7GAVpe8Mhpl,4,,,1,257773,FALSE,https://api.spotify.com/v1/tracks/12ntTeqEeTg7GAVpe8Mhpl,FALSE,marjorie,NA,13,track,spotify:track:12ntTeqEeTg7GAVpe8Mhpl,https://open.spotify.com/track/12ntTeqEeTg7GAVpe8Mhpl,evermore,F,major,F major,https://api.spotify.com/v1/tracks/12ntTeqEeTg7GAVpe8Mhpl,12ntTeqEeTg7GAVpe8Mhpl,marjorie,64,NA,spotify:track:12ntTeqEeTg7GAVpe8Mhpl,album,,,https://api.spotify.com/v1/albums/2Xoteh7uEpea4TohMxjtaq,2Xoteh7uEpea4TohMxjtaq,,evermore,2020-12-11,day,15,album,spotify:album:2Xoteh7uEpea4TohMxjtaq,https://open.spotify.com/album/2Xoteh7uEpea4TohMxjtaq,USUG12004717
Taylor Swift,06HL4z0CvFAxyc27GXpf02,2Xoteh7uEpea4TohMxjtaq,album,,2020-12-11,2020,day,0.689,0.704,9,-10.813,1,0.245,0.835,4.83e-6,0.134,0.92,151.884,35rdVq36LMHQX0Suw9a6tK,https://api.spotify.com/v1/audio-analysis/35rdVq36LMHQX0Suw9a6tK,5,,,1,180653,FALSE,https://api.spotify.com/v1/tracks/35rdVq36LMHQX0Suw9a6tK,FALSE,closure,NA,14,track,spotify:track:35rdVq36LMHQX0Suw9a6tK,https://open.spotify.com/track/35rdVq36LMHQX0Suw9a6tK,evermore,A,major,A major,https://api.spotify.com/v1/tracks/35rdVq36LMHQX0Suw9a6tK,35rdVq36LMHQX0Suw9a6tK,closure,62,NA,spotify:track:35rdVq36LMHQX0Suw9a6tK,album,,,https://api.spotify.com/v1/albums/2Xoteh7uEpea4TohMxjtaq,2Xoteh7uEpea4TohMxjtaq,,evermore,2020-12-11,day,15,album,spotify:album:2Xoteh7uEpea4TohMxjtaq,https://open.spotify.com/album/2Xoteh7uEpea4TohMxjtaq,USUG12004718
Taylor Swift,06HL4z0CvFAxyc27GXpf02,2Xoteh7uEpea4TohMxjtaq,album,,2020-12-11,2020,day,0.39,0.27,1,-10.673,1,0.0308,0.937,0.00227,0.111,0.32,125.177,3O5osWf1rSoKMwe6E9ZaXP,https://api.spotify.com/v1/audio-analysis/3O5osWf1rSoKMwe6E9ZaXP,5,,,1,304106,FALSE,https://api.spotify.com/v1/tracks/3O5osWf1rSoKMwe6E9ZaXP,FALSE,evermore (feat. Bon Iver),NA,15,track,spotify:track:3O5osWf1rSoKMwe6E9ZaXP,https://open.spotify.com/track/3O5osWf1rSoKMwe6E9ZaXP,evermore,C#,major,C# major,https://api.spotify.com/v1/tracks/3O5osWf1rSoKMwe6E9ZaXP,3O5osWf1rSoKMwe6E9ZaXP,evermore (feat. Bon Iver),66,NA,spotify:track:3O5osWf1rSoKMwe6E9ZaXP,album,,,https://api.spotify.com/v1/albums/2Xoteh7uEpea4TohMxjtaq,2Xoteh7uEpea4TohMxjtaq,,evermore,2020-12-11,day,15,album,spotify:album:2Xoteh7uEpea4TohMxjtaq,https://open.spotify.com/album/2Xoteh7uEpea4TohMxjtaq,USUG12004719
Taylor Swift,06HL4z0CvFAxyc27GXpf02,2fenSS68JI1h4Fo296JfGr,album,,2020-07-24,2020,day,0.777,0.357,0,-6.942,1,0.0522,0.757,7.28e-6,0.108,0.172,139.883,0Jlcvv8IykzHaSmj49uNW8,https://api.spotify.com/v1/audio-analysis/0Jlcvv8IykzHaSmj49uNW8,4,,,1,210251,TRUE,https://api.spotify.com/v1/tracks/0Jlcvv8IykzHaSmj49uNW8,FALSE,the 1,NA,1,track,spotify:track:0Jlcvv8IykzHaSmj49uNW8,https://open.spotify.com/track/0Jlcvv8IykzHaSmj49uNW8,folklore,C,major,C major,https://api.spotify.com/v1/tracks/0Jlcvv8IykzHaSmj49uNW8,0Jlcvv8IykzHaSmj49uNW8,the 1,75,NA,spotify:track:0Jlcvv8IykzHaSmj49uNW8,album,,,https://api.spotify.com/v1/albums/2fenSS68JI1h4Fo296JfGr,2fenSS68JI1h4Fo296JfGr,,folklore,2020-07-24,day,16,album,spotify:album:2fenSS68JI1h4Fo296JfGr,https://open.spotify.com/album/2fenSS68JI1h4Fo296JfGr,USUG12002835
Taylor Swift,06HL4z0CvFAxyc27GXpf02,2fenSS68JI1h4Fo296JfGr,album,,2020-07-24,2020,day,0.613,0.581,0,-8.588,0,0.0424,0.537,3.45e-4,0.25,0.551,130.033,4R2kfaDFhslZEMJqAFNpdd,https://api.spotify.com/v1/audio-analysis/4R2kfaDFhslZEMJqAFNpdd,4,,,1,239560,FALSE,https://api.spotify.com/v1/tracks/4R2kfaDFhslZEMJqAFNpdd,FALSE,cardigan,NA,2,track,spotify:track:4R2kfaDFhslZEMJqAFNpdd,https://open.spotify.com/track/4R2kfaDFhslZEMJqAFNpdd,folklore,C,minor,C minor,https://api.spotify.com/v1/tracks/4R2kfaDFhslZEMJqAFNpdd,4R2kfaDFhslZEMJqAFNpdd,cardigan,79,NA,spotify:track:4R2kfaDFhslZEMJqAFNpdd,album,,,https://api.spotify.com/v1/albums/2fenSS68JI1h4Fo296JfGr,2fenSS68JI1h4Fo296JfGr,,folklore,2020-07-24,day,16,album,spotify:album:2fenSS68JI1h4Fo296JfGr,https://open.spotify.com/album/2fenSS68JI1h4Fo296JfGr,USUG12002836
