artist_name,artist_id,album_id,album_type,album_images,album_release_date,album_release_year,album_release_date_precision,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,track_id,analysis_url,time_signature,artists,available_markets,disc_number,duration_ms,explicit,track_href,is_local,track_name,track_preview_url,track_number,type,track_uri,external_urls.spotify,album_name,key_name,mode_name,key_mode
Taylor Swift,06HL4z0CvFAxyc27GXpf02,7CoqvPGCLHm7LbgH2Pz9aY,single,,2013-01-01,2013,day,0.683,0.627,6,-5.473,1,0.0345,0.265,4.86e-6,0.21,0.651,80.029,3an4u3iZSy63ygYcWslJ5f,https://api.spotify.com/v1/audio-analysis/3an4u3iZSy63ygYcWslJ5f,4,,,1,249760,FALSE,https://api.spotify.com/v1/tracks/3an4u3iZSy63ygYcWslJ5f,FALSE,Everything Has Changed - Remix,NA,1,track,spotify:track:3an4u3iZSy63ygYcWslJ5f,https://open.spotify.com/track/3an4u3iZSy63ygYcWslJ5f,Everything Has Changed (Remix),F#,major,F# major
Taylor Swift,06HL4z0CvFAxyc27GXpf02,4T5606j6qpkQrWlwbKPLOp,single,,2012-09-08,2012,day,0.565,0.255,0,-10.152,1,0.0314,0.646,0,0.127,0.174,57.964,0Nw8hv79MLJa1yjtsEgz08,https://api.spotify.com/v1/audio-analysis/0Nw8hv79MLJa1yjtsEgz08,4,,,1,265306,FALSE,https://api.spotify.com/v1/tracks/0Nw8hv79MLJa1yjtsEgz08,FALSE,Ronan,NA,1,track,spotify:track:0Nw8hv79MLJa1yjtsEgz08,https://open.spotify.com/track/0Nw8hv79MLJa1yjtsEgz08,Ronan,C,major,C major
Taylor Swift,06HL4z0CvFAxyc27GXpf02,7cfhaRiLqBzuAzc6Q24nyW,single,,2011-02-15,2011,day,0.491,0.703,7,-4.5,1,0.0319,0.0307,5.72e-6,0.167,0.344,157.988,4pFvEWbjBpPUdYRQly0THs,https://api.spotify.com/v1/audio-analysis/4pFvEWbjBpPUdYRQly0THs,4,,,1,242480,FALSE,https://api.spotify.com/v1/tracks/4pFvEWbjBpPUdYRQly0THs,FALSE,Today Was A Fairytale,NA,1,track,spotify:track:4pFvEWbjBpPUdYRQly0THs,https://open.spotify.com/track/4pFvEWbjBpPUdYRQly0THs,Today Was A Fairytale,G,major,G major
Taylor Swift,06HL4z0CvFAxyc27GXpf02,2JK0T590oG0pJckY9HRniL,single,,2010-01-01,2010,day,0.485,0.717,7,-4.54,1,0.0321,0.0284,5.63e-6,0.14,0.356,158.047,1P5QpwOgXJuoVTm3CWbnLY,https://api.spotify.com/v1/audio-analysis/1P5QpwOgXJuoVTm3CWbnLY,4,,,1,241813,FALSE,https://api.spotify.com/v1/tracks/1P5QpwOgXJuoVTm3CWbnLY,FALSE,Today Was A Fairytale - US Version,NA,1,track,spotify:track:1P5QpwOgXJuoVTm3CWbnLY,https://open.spotify.com/track/1P5QpwOgXJuoVTm3CWbnLY,Today Was A Fairytale,G,major,G major
Taylor Swift,06HL4z0CvFAxyc27GXpf02,7vzYp7FrKnTRoktBYsx9SF,single,,2008-12-02,2008,day,0.702,0.77,5,-5.319,1,0.0372,0.31,0,0.149,0.685,116.009,2IprIjGNRlj3TfqUWCAo0C,https://api.spotify.com/v1/audio-analysis/2IprIjGNRlj3TfqUWCAo0C,4,,,1,208253,FALSE,https://api.spotify.com/v1/tracks/2IprIjGNRlj3TfqUWCAo0C,FALSE,Last Christmas,NA,1,track,spotify:track:2IprIjGNRlj3TfqUWCAo0C,https://open.spotify.com/track/2IprIjGNRlj3TfqUWCAo0C,The Taylor Swift Holiday Collection,F,major,F major
Taylor Swift,06HL4z0CvFAxyc27GXpf02,7vzYp7FrKnTRoktBYsx9SF,single,,2008-12-02,2008,day,0.625,0.206,7,-12.568,1,0.0285,0.646,0,0.0915,0.392,79.466,1g09DZjQ7yBommCT6POY2n,https://api.spotify.com/v1/audio-analysis/1g09DZjQ7yBommCT6POY2n,4,,,1,184253,FALSE,https://api.spotify.com/v1/tracks/1g09DZjQ7yBommCT6POY2n,FALSE,Christmases When You Were Mine,NA,2,track,spotify:track:1g09DZjQ7yBommCT6POY2n,https://open.spotify.com/track/1g09DZjQ7yBommCT6POY2n,The Taylor Swift Holiday Collection,G,major,G major
Taylor Swift,06HL4z0CvFAxyc27GXpf02,7vzYp7FrKnTRoktBYsx9SF,single,,2008-12-02,2008,day,0.759,0.509,5,-6.593,1,0.0271,0.159,0,0.153,0.75,107.948,71IScwIe7bcIlpnlkbKVQw,https://api.spotify.com/v1/audio-analysis/71IScwIe7bcIlpnlkbKVQw,4,,,1,158600,FALSE,https://api.spotify.com/v1/tracks/71IScwIe7bcIlpnlkbKVQw,FALSE,Santa Baby,NA,3,track,spotify:track:71IScwIe7bcIlpnlkbKVQw,https://open.spotify.com/track/71IScwIe7bcIlpnlkbKVQw,The Taylor Swift Holiday Collection,F,major,F major
Taylor Swift,06HL4z0CvFAxyc27GXpf02,7vzYp7FrKnTRoktBYsx9SF,single,,2008-12-02,2008,day,0.423,0.311,7,-7.581,1,0.0319,0.621,0,0.0987,0.134,119.546,1cJkUN5LAotktryx2nPCr7,https://api.spotify.com/v1/audio-analysis/1cJkUN5LAotktryx2nPCr7,3,,,1,209893,FALSE,https://api.spotify.com/v1/tracks/1cJkUN5LAotktryx2nPCr7,FALSE,Silent Night,NA,4,track,spotify:track:1cJkUN5LAotktryx2nPCr7,https://open.spotify.com/track/1cJkUN5LAotktryx2nPCr7,The Taylor Swift Holiday Collection,G,major,G major
Taylor Swift,06HL4z0CvFAxyc27GXpf02,7vzYp7FrKnTRoktBYsx9SF,single,,2008-12-02,2008,day,0.689,0.793,7,-4.838,1,0.0356,0.298,0,0.107,0.506,122.879,31JVjy3XWnh6C2zf4kLCXN,https://api.spotify.com/v1/audio-analysis/31JVjy3XWnh6C2zf4kLCXN,4,,,1,232146,FALSE,https://api.spotify.com/v1/tracks/31JVjy3XWnh6C2zf4kLCXN,FALSE,Christmas Must Be Something More,NA,5,track,spotify:track:31JVjy3XWnh6C2zf4kLCXN,https://open.spotify.com/track/31JVjy3XWnh6C2zf4kLCXN,The Taylor Swift Holiday Collection,G,major,G major
Taylor Swift,06HL4z0CvFAxyc27GXpf02,7vzYp7FrKnTRoktBYsx9SF,single,,2008-12-02,2008,day,0.562,0.392,9,-9.014,1,0.0287,0.587,0,0.224,0.514,145.792,7GZ3KDorsc1yWndEtzGTjf,https://api.spotify.com/v1/audio-analysis/7GZ3KDorsc1yWndEtzGTjf,4,,,1,154000,FALSE,https://api.spotify.com/v1/tracks/7GZ3KDorsc1yWndEtzGTjf,FALSE,White Christmas,NA,6,track,spotify:track:7GZ3KDorsc1yWndEtzGTjf,https://open.spotify.com/track/7GZ3KDorsc1yWndEtzGTjf,The Taylor Swift Holiday Collection,A,major,A major
