artists,available_markets,disc_number,duration_ms,explicit,href,id,is_local,name,popularity,preview_url,track_number,type,uri,album.album_type,album.artists,album.available_markets,album.href,album.id,album.images,album.name,album.release_date,album.release_date_precision,album.total_tracks,album.type,album.uri,album.external_urls.spotify,external_ids.isrc,external_urls.spotify
,,1,244560,FALSE,https://api.spotify.com/v1/tracks/1eyqSYBCTane4rl4vc6PWJ,1eyqSYBCTane4rl4vc6PWJ,FALSE,I Almost Do,59,NA,7,track,spotify:track:1eyqSYBCTane4rl4vc6PWJ,album,,,https://api.spotify.com/v1/albums/1KVKqWeRuXsJDLTW0VuD29,1KVKqWeRuXsJDLTW0VuD29,,Red (Deluxe Edition),2012-10-22,day,22,album,spotify:album:1KVKqWeRuXsJDLTW0VuD29,https://open.spotify.com/album/1KVKqWeRuXsJDLTW0VuD29,USCJY1231026,https://open.spotify.com/track/1eyqSYBCTane4rl4vc6PWJ
,,1,193146,FALSE,https://api.spotify.com/v1/tracks/6kISMRfweKSvgHR0urMQFG,6kISMRfweKSvgHR0urMQFG,FALSE,We Are Never Ever Getting Back Together,63,NA,8,track,spotify:track:6kISMRfweKSvgHR0urMQFG,album,,,https://api.spotify.com/v1/albums/1KVKqWeRuXsJDLTW0VuD29,1KVKqWeRuXsJDLTW0VuD29,,Red (Deluxe Edition),2012-10-22,day,22,album,spotify:album:1KVKqWeRuXsJDLTW0VuD29,https://open.spotify.com/album/1KVKqWeRuXsJDLTW0VuD29,USCJY1231018,https://open.spotify.com/track/6kISMRfweKSvgHR0urMQFG
,,1,205853,FALSE,https://api.spotify.com/v1/tracks/0F2S1QlnMaOfmNHIgmES3k,0F2S1QlnMaOfmNHIgmES3k,FALSE,Stay Stay Stay,58,NA,9,track,spotify:track:0F2S1QlnMaOfmNHIgmES3k,album,,,https://api.spotify.com/v1/albums/1KVKqWeRuXsJDLTW0VuD29,1KVKqWeRuXsJDLTW0VuD29,,Red (Deluxe Edition),2012-10-22,day,22,album,spotify:album:1KVKqWeRuXsJDLTW0VuD29,https://open.spotify.com/album/1KVKqWeRuXsJDLTW0VuD29,USCJY1231023,https://open.spotify.com/track/0F2S1QlnMaOfmNHIgmES3k
,,1,299013,FALSE,https://api.spotify.com/v1/tracks/2Tz4JnXZOcjcp8fWfMjBBk,2Tz4JnXZOcjcp8fWfMjBBk,FALSE,The Last Time,59,NA,10,track,spotify:track:2Tz4JnXZOcjcp8fWfMjBBk,album,,,https://api.spotify.com/v1/albums/1KVKqWeRuXsJDLTW0VuD29,1KVKqWeRuXsJDLTW0VuD29,,Red (Deluxe Edition),2012-10-22,day,22,album,spotify:album:1KVKqWeRuXsJDLTW0VuD29,https://open.spotify.com/album/1KVKqWeRuXsJDLTW0VuD29,USCJY1231041,https://open.spotify.com/track/2Tz4JnXZOcjcp8fWfMjBBk
,,1,202960,FALSE,https://api.spotify.com/v1/tracks/3KmYVOuK2eG7LGP7qQ8DLR,3KmYVOuK2eG7LGP7qQ8DLR,FALSE,Holy Ground,58,NA,11,track,spotify:track:3KmYVOuK2eG7LGP7qQ8DLR,album,,,https://api.spotify.com/v1/albums/1KVKqWeRuXsJDLTW0VuD29,1KVKqWeRuXsJDLTW0VuD29,,Red (Deluxe Edition),2012-10-22,day,22,album,spotify:album:1KVKqWeRuXsJDLTW0VuD29,https://open.spotify.com/album/1KVKqWeRuXsJDLTW0VuD29,USCJY1231042,https://open.spotify.com/track/3KmYVOuK2eG7LGP7qQ8DLR
,,1,284866,FALSE,https://api.spotify.com/v1/tracks/70e9zuv2pJc7ON1OUAJ1zl,70e9zuv2pJc7ON1OUAJ1zl,FALSE,Sad Beautiful Tragic,56,NA,12,track,spotify:track:70e9zuv2pJc7ON1OUAJ1zl,album,,,https://api.spotify.com/v1/albums/1KVKqWeRuXsJDLTW0VuD29,1KVKqWeRuXsJDLTW0VuD29,,Red (Deluxe Edition),2012-10-22,day,22,album,spotify:album:1KVKqWeRuXsJDLTW0VuD29,https://open.spotify.com/album/1KVKqWeRuXsJDLTW0VuD29,USCJY1231024,https://open.spotify.com/track/70e9zuv2pJc7ON1OUAJ1zl
,,1,240266,FALSE,https://api.spotify.com/v1/tracks/5VQLMrWhailAhErKNUSnv1,5VQLMrWhailAhErKNUSnv1,FALSE,The Lucky One,58,NA,13,track,spotify:track:5VQLMrWhailAhErKNUSnv1,album,,,https://api.spotify.com/v1/albums/1KVKqWeRuXsJDLTW0VuD29,1KVKqWeRuXsJDLTW0VuD29,,Red (Deluxe Edition),2012-10-22,day,22,album,spotify:album:1KVKqWeRuXsJDLTW0VuD29,https://open.spotify.com/album/1KVKqWeRuXsJDLTW0VuD29,USCJY1231043,https://open.spotify.com/track/5VQLMrWhailAhErKNUSnv1
,,1,245413,FALSE,https://api.spotify.com/v1/tracks/5PjfMmF06QtxTPZBZHdhoZ,5PjfMmF06QtxTPZBZHdhoZ,FALSE,Everything Has Changed,60,NA,14,track,spotify:track:5PjfMmF06QtxTPZBZHdhoZ,album,,,https://api.spotify.com/v1/albums/1KVKqWeRuXsJDLTW0VuD29,1KVKqWeRuXsJDLTW0VuD29,,Red (Deluxe Edition),2012-10-22,day,22,album,spotify:album:1KVKqWeRuXsJDLTW0VuD29,https://open.spotify.com/album/1KVKqWeRuXsJDLTW0VuD29,USCJY1231044,https://open.spotify.com/track/5PjfMmF06QtxTPZBZHdhoZ
,,1,220600,FALSE,https://api.spotify.com/v1/tracks/1gL4vMhDV3RgJQmDuY5HK1,1gL4vMhDV3RgJQmDuY5HK1,FALSE,Starlight,56,NA,15,track,spotify:track:1gL4vMhDV3RgJQmDuY5HK1,album,,,https://api.spotify.com/v1/albums/1KVKqWeRuXsJDLTW0VuD29,1KVKqWeRuXsJDLTW0VuD29,,Red (Deluxe Edition),2012-10-22,day,22,album,spotify:album:1KVKqWeRuXsJDLTW0VuD29,https://open.spotify.com/album/1KVKqWeRuXsJDLTW0VuD29,USCJY1231022,https://open.spotify.com/track/1gL4vMhDV3RgJQmDuY5HK1
,,1,239426,FALSE,https://api.spotify.com/v1/tracks/1yG491M3fRfowMdGN5pey4,1yG491M3fRfowMdGN5pey4,FALSE,Begin Again,57,NA,16,track,spotify:track:1yG491M3fRfowMdGN5pey4,album,,,https://api.spotify.com/v1/albums/1KVKqWeRuXsJDLTW0VuD29,1KVKqWeRuXsJDLTW0VuD29,,Red (Deluxe Edition),2012-10-22,day,22,album,spotify:album:1KVKqWeRuXsJDLTW0VuD29,https://open.spotify.com/album/1KVKqWeRuXsJDLTW0VuD29,USCJY1231045,https://open.spotify.com/track/1yG491M3fRfowMdGN5pey4
,,1,286613,FALSE,https://api.spotify.com/v1/tracks/4qTAwKJQ68gmnrnfPD3vlO,4qTAwKJQ68gmnrnfPD3vlO,FALSE,The Moment I Knew,55,NA,17,track,spotify:track:4qTAwKJQ68gmnrnfPD3vlO,album,,,https://api.spotify.com/v1/albums/1KVKqWeRuXsJDLTW0VuD29,1KVKqWeRuXsJDLTW0VuD29,,Red (Deluxe Edition),2012-10-22,day,22,album,spotify:album:1KVKqWeRuXsJDLTW0VuD29,https://open.spotify.com/album/1KVKqWeRuXsJDLTW0VuD29,USCJY1231025,https://open.spotify.com/track/4qTAwKJQ68gmnrnfPD3vlO
,,1,223920,FALSE,https://api.spotify.com/v1/tracks/1n8rB9AhxiAvVP1E2c3yOd,1n8rB9AhxiAvVP1E2c3yOd,FALSE,Come Back...Be Here,57,NA,18,track,spotify:track:1n8rB9AhxiAvVP1E2c3yOd,album,,,https://api.spotify.com/v1/albums/1KVKqWeRuXsJDLTW0VuD29,1KVKqWeRuXsJDLTW0VuD29,,Red (Deluxe Edition),2012-10-22,day,22,album,spotify:album:1KVKqWeRuXsJDLTW0VuD29,https://open.spotify.com/album/1KVKqWeRuXsJDLTW0VuD29,USCJY1231046,https://open.spotify.com/track/1n8rB9AhxiAvVP1E2c3yOd
,,1,220840,FALSE,https://api.spotify.com/v1/tracks/6VFpuI0DDmbC5UyWZQ4IRY,6VFpuI0DDmbC5UyWZQ4IRY,FALSE,Girl At Home,53,NA,19,track,spotify:track:6VFpuI0DDmbC5UyWZQ4IRY,album,,,https://api.spotify.com/v1/albums/1KVKqWeRuXsJDLTW0VuD29,1KVKqWeRuXsJDLTW0VuD29,,Red (Deluxe Edition),2012-10-22,day,22,album,spotify:album:1KVKqWeRuXsJDLTW0VuD29,https://open.spotify.com/album/1KVKqWeRuXsJDLTW0VuD29,USCJY1231027,https://open.spotify.com/track/6VFpuI0DDmbC5UyWZQ4IRY
,,1,240266,FALSE,https://api.spotify.com/v1/tracks/7skiELMb9SiQCcBpsExIJf,7skiELMb9SiQCcBpsExIJf,FALSE,Treacherous - Original Demo Recording,50,NA,20,track,spotify:track:7skiELMb9SiQCcBpsExIJf,album,,,https://api.spotify.com/v1/albums/1KVKqWeRuXsJDLTW0VuD29,1KVKqWeRuXsJDLTW0VuD29,,Red (Deluxe Edition),2012-10-22,day,22,album,spotify:album:1KVKqWeRuXsJDLTW0VuD29,https://open.spotify.com/album/1KVKqWeRuXsJDLTW0VuD29,USCJY1231047,https://open.spotify.com/track/7skiELMb9SiQCcBpsExIJf
,,1,227080,FALSE,https://api.spotify.com/v1/tracks/2OghnlGqZZsFzHjG0CSE9l,2OghnlGqZZsFzHjG0CSE9l,FALSE,Red - Original Demo Recording,50,NA,21,track,spotify:track:2OghnlGqZZsFzHjG0CSE9l,album,,,https://api.spotify.com/v1/albums/1KVKqWeRuXsJDLTW0VuD29,1KVKqWeRuXsJDLTW0VuD29,,Red (Deluxe Edition),2012-10-22,day,22,album,spotify:album:1KVKqWeRuXsJDLTW0VuD29,https://open.spotify.com/album/1KVKqWeRuXsJDLTW0VuD29,USCJY1231048,https://open.spotify.com/track/2OghnlGqZZsFzHjG0CSE9l
,,1,323080,FALSE,https://api.spotify.com/v1/tracks/5mfDBWY7ncZFm7ykmFTG4i,5mfDBWY7ncZFm7ykmFTG4i,FALSE,State Of Grace - Acoustic,53,NA,22,track,spotify:track:5mfDBWY7ncZFm7ykmFTG4i,album,,,https://api.spotify.com/v1/albums/1KVKqWeRuXsJDLTW0VuD29,1KVKqWeRuXsJDLTW0VuD29,,Red (Deluxe Edition),2012-10-22,day,22,album,spotify:album:1KVKqWeRuXsJDLTW0VuD29,https://open.spotify.com/album/1KVKqWeRuXsJDLTW0VuD29,USCJY1231049,https://open.spotify.com/track/5mfDBWY7ncZFm7ykmFTG4i
,,1,212600,FALSE,https://api.spotify.com/v1/tracks/10nqz67NQWWa7XPq7ycihi,10nqz67NQWWa7XPq7ycihi,FALSE,Welcome To New York,62,NA,1,track,spotify:track:10nqz67NQWWa7XPq7ycihi,album,,,https://api.spotify.com/v1/albums/5fy0X0JmZRZnVa2UEicIOl,5fy0X0JmZRZnVa2UEicIOl,,1989,2014-01-01,day,13,album,spotify:album:5fy0X0JmZRZnVa2UEicIOl,https://open.spotify.com/album/5fy0X0JmZRZnVa2UEicIOl,USCJY1431299,https://open.spotify.com/track/10nqz67NQWWa7XPq7ycihi
,,1,231826,FALSE,https://api.spotify.com/v1/tracks/2ls70nUDfjzm1lSRDuKxmw,2ls70nUDfjzm1lSRDuKxmw,FALSE,Blank Space,65,NA,2,track,spotify:track:2ls70nUDfjzm1lSRDuKxmw,album,,,https://api.spotify.com/v1/albums/5fy0X0JmZRZnVa2UEicIOl,5fy0X0JmZRZnVa2UEicIOl,,1989,2014-01-01,day,13,album,spotify:album:5fy0X0JmZRZnVa2UEicIOl,https://open.spotify.com/album/5fy0X0JmZRZnVa2UEicIOl,USCJY1431309,https://open.spotify.com/track/2ls70nUDfjzm1lSRDuKxmw
,,1,231000,FALSE,https://api.spotify.com/v1/tracks/71PmZqBXH0RUETqxpwlV0w,71PmZqBXH0RUETqxpwlV0w,FALSE,Style,58,NA,3,track,spotify:track:71PmZqBXH0RUETqxpwlV0w,album,,,https://api.spotify.com/v1/albums/5fy0X0JmZRZnVa2UEicIOl,5fy0X0JmZRZnVa2UEicIOl,,1989,2014-01-01,day,13,album,spotify:album:5fy0X0JmZRZnVa2UEicIOl,https://open.spotify.com/album/5fy0X0JmZRZnVa2UEicIOl,USCJY1431319,https://open.spotify.com/track/71PmZqBXH0RUETqxpwlV0w
,,1,235800,FALSE,https://api.spotify.com/v1/tracks/7EpVQjqtKygiwJIASxMWNg,7EpVQjqtKygiwJIASxMWNg,FALSE,Out Of The Woods,52,NA,4,track,spotify:track:7EpVQjqtKygiwJIASxMWNg,album,,,https://api.spotify.com/v1/albums/5fy0X0JmZRZnVa2UEicIOl,5fy0X0JmZRZnVa2UEicIOl,,1989,2014-01-01,day,13,album,spotify:album:5fy0X0JmZRZnVa2UEicIOl,https://open.spotify.com/album/5fy0X0JmZRZnVa2UEicIOl,USCJY1431329,https://open.spotify.com/track/7EpVQjqtKygiwJIASxMWNg
,,1,193293,FALSE,https://api.spotify.com/v1/tracks/4NNolUeL5m2ju7kf8pdg6H,4NNolUeL5m2ju7kf8pdg6H,FALSE,All You Had To Do Was Stay,60,NA,5,track,spotify:track:4NNolUeL5m2ju7kf8pdg6H,album,,,https://api.spotify.com/v1/albums/5fy0X0JmZRZnVa2UEicIOl,5fy0X0JmZRZnVa2UEicIOl,,1989,2014-01-01,day,13,album,spotify:album:5fy0X0JmZRZnVa2UEicIOl,https://open.spotify.com/album/5fy0X0JmZRZnVa2UEicIOl,USCJY1431339,https://open.spotify.com/track/4NNolUeL5m2ju7kf8pdg6H
,,1,219200,FALSE,https://api.spotify.com/v1/tracks/1kKlhuQE0HXp1IwBRpaH2P,1kKlhuQE0HXp1IwBRpaH2P,FALSE,Shake It Off,57,NA,6,track,spotify:track:1kKlhuQE0HXp1IwBRpaH2P,album,,,https://api.spotify.com/v1/albums/5fy0X0JmZRZnVa2UEicIOl,5fy0X0JmZRZnVa2UEicIOl,,1989,2014-01-01,day,13,album,spotify:album:5fy0X0JmZRZnVa2UEicIOl,https://open.spotify.com/album/5fy0X0JmZRZnVa2UEicIOl,USCJY1431349,https://open.spotify.com/track/1kKlhuQE0HXp1IwBRpaH2P
,,1,207440,FALSE,https://api.spotify.com/v1/tracks/5RVJ6VKfwtosA5Q1qeHdjF,5RVJ6VKfwtosA5Q1qeHdjF,FALSE,I Wish You Would,48,NA,7,track,spotify:track:5RVJ6VKfwtosA5Q1qeHdjF,album,,,https://api.spotify.com/v1/albums/5fy0X0JmZRZnVa2UEicIOl,5fy0X0JmZRZnVa2UEicIOl,,1989,2014-01-01,day,13,album,spotify:album:5fy0X0JmZRZnVa2UEicIOl,https://open.spotify.com/album/5fy0X0JmZRZnVa2UEicIOl,USCJY1431359,https://open.spotify.com/track/5RVJ6VKfwtosA5Q1qeHdjF
,,1,211933,FALSE,https://api.spotify.com/v1/tracks/0TvQLMecTE8utzoNmvXRbK,0TvQLMecTE8utzoNmvXRbK,FALSE,Bad Blood,68,NA,8,track,spotify:track:0TvQLMecTE8utzoNmvXRbK,album,,,https://api.spotify.com/v1/albums/5fy0X0JmZRZnVa2UEicIOl,5fy0X0JmZRZnVa2UEicIOl,,1989,2014-01-01,day,13,album,spotify:album:5fy0X0JmZRZnVa2UEicIOl,https://open.spotify.com/album/5fy0X0JmZRZnVa2UEicIOl,USCJY1431369,https://open.spotify.com/track/0TvQLMecTE8utzoNmvXRbK
,,1,220440,FALSE,https://api.spotify.com/v1/tracks/3fVnlF4pGqWI9flVENcT28,3fVnlF4pGqWI9flVENcT28,FALSE,Wildest Dreams,80,NA,9,track,spotify:track:3fVnlF4pGqWI9flVENcT28,album,,,https://api.spotify.com/v1/albums/5fy0X0JmZRZnVa2UEicIOl,5fy0X0JmZRZnVa2UEicIOl,,1989,2014-01-01,day,13,album,spotify:album:5fy0X0JmZRZnVa2UEicIOl,https://open.spotify.com/album/5fy0X0JmZRZnVa2UEicIOl,USCJY1431379,https://open.spotify.com/track/3fVnlF4pGqWI9flVENcT28
,,1,247533,FALSE,https://api.spotify.com/v1/tracks/5Z9ocF6ng0m2haHnKtHwTp,5Z9ocF6ng0m2haHnKtHwTp,FALSE,How You Get The Girl,49,NA,10,track,spotify:track:5Z9ocF6ng0m2haHnKtHwTp,album,,,https://api.spotify.com/v1/albums/5fy0X0JmZRZnVa2UEicIOl,5fy0X0JmZRZnVa2UEicIOl,,1989,2014-01-01,day,13,album,spotify:album:5fy0X0JmZRZnVa2UEicIOl,https://open.spotify.com/album/5fy0X0JmZRZnVa2UEicIOl,USCJY1431389,https://open.spotify.com/track/5Z9ocF6ng0m2haHnKtHwTp
,,1,250093,FALSE,https://api.spotify.com/v1/tracks/7lTxQZVXlvIX7Z3szSy8Sh,7lTxQZVXlvIX7Z3szSy8Sh,FALSE,This Love,47,NA,11,track,spotify:track:7lTxQZVXlvIX7Z3szSy8Sh,album,,,https://api.spotify.com/v1/albums/5fy0X0JmZRZnVa2UEicIOl,5fy0X0JmZRZnVa2UEicIOl,,1989,2014-01-01,day,13,album,spotify:album:5fy0X0JmZRZnVa2UEicIOl,https://open.spotify.com/album/5fy0X0JmZRZnVa2UEicIOl,USCJY1431399,https://open.spotify.com/track/7lTxQZVXlvIX7Z3szSy8Sh
,,1,195706,FALSE,https://api.spotify.com/v1/tracks/6Ck9WerfsyvC4v4AylUoDp,6Ck9WerfsyvC4v4AylUoDp,FALSE,I Know Places,56,NA,12,track,spotify:track:6Ck9WerfsyvC4v4AylUoDp,album,,,https://api.spotify.com/v1/albums/5fy0X0JmZRZnVa2UEicIOl,5fy0X0JmZRZnVa2UEicIOl,,1989,2014-01-01,day,13,album,spotify:album:5fy0X0JmZRZnVa2UEicIOl,https://open.spotify.com/album/5fy0X0JmZRZnVa2UEicIOl,USCJY1431409,https://open.spotify.com/track/6Ck9WerfsyvC4v4AylUoDp
,,1,271000,FALSE,https://api.spotify.com/v1/tracks/2k43eySbfpDVx0PrO99UI8,2k43eySbfpDVx0PrO99UI8,FALSE,Clean,49,NA,13,track,spotify:track:2k43eySbfpDVx0PrO99UI8,album,,,https://api.spotify.com/v1/albums/5fy0X0JmZRZnVa2UEicIOl,5fy0X0JmZRZnVa2UEicIOl,,1989,2014-01-01,day,13,album,spotify:album:5fy0X0JmZRZnVa2UEicIOl,https://open.spotify.com/album/5fy0X0JmZRZnVa2UEicIOl,USCJY1431419,https://open.spotify.com/track/2k43eySbfpDVx0PrO99UI8
,,1,208186,FALSE,https://api.spotify.com/v1/tracks/2yLa0QULdQr0qAIvVwN6B5,2yLa0QULdQr0qAIvVwN6B5,FALSE,...Ready For It?,73,NA,1,track,spotify:track:2yLa0QULdQr0qAIvVwN6B5,album,,,https://api.spotify.com/v1/albums/6DEjYFkNZh67HP7R9PSZvv,6DEjYFkNZh67HP7R9PSZvv,,reputation,2017-11-10,day,15,album,spotify:album:6DEjYFkNZh67HP7R9PSZvv,https://open.spotify.com/album/6DEjYFkNZh67HP7R9PSZvv,USCJY1750003,https://open.spotify.com/track/2yLa0QULdQr0qAIvVwN6B5
,,1,244826,FALSE,https://api.spotify.com/v1/tracks/2x0WlnmfG39ZuDmstl9xfX,2x0WlnmfG39ZuDmstl9xfX,FALSE,End Game,71,NA,2,track,spotify:track:2x0WlnmfG39ZuDmstl9xfX,album,,,https://api.spotify.com/v1/albums/6DEjYFkNZh67HP7R9PSZvv,6DEjYFkNZh67HP7R9PSZvv,,reputation,2017-11-10,day,15,album,spotify:album:6DEjYFkNZh67HP7R9PSZvv,https://open.spotify.com/album/6DEjYFkNZh67HP7R9PSZvv,USCJY1750004,https://open.spotify.com/track/2x0WlnmfG39ZuDmstl9xfX
,,1,238253,FALSE,https://api.spotify.com/v1/tracks/4svZDCRz4cJoneBpjpx8DJ,4svZDCRz4cJoneBpjpx8DJ,FALSE,I Did Something Bad,73,NA,3,track,spotify:track:4svZDCRz4cJoneBpjpx8DJ,album,,,https://api.spotify.com/v1/albums/6DEjYFkNZh67HP7R9PSZvv,6DEjYFkNZh67HP7R9PSZvv,,reputation,2017-11-10,day,15,album,spotify:album:6DEjYFkNZh67HP7R9PSZvv,https://open.spotify.com/album/6DEjYFkNZh67HP7R9PSZvv,USCJY1750005,https://open.spotify.com/track/4svZDCRz4cJoneBpjpx8DJ
,,1,236413,FALSE,https://api.spotify.com/v1/tracks/1R0a2iXumgCiFb7HEZ7gUE,1R0a2iXumgCiFb7HEZ7gUE,FALSE,Don’t Blame Me,73,NA,4,track,spotify:track:1R0a2iXumgCiFb7HEZ7gUE,album,,,https://api.spotify.com/v1/albums/6DEjYFkNZh67HP7R9PSZvv,6DEjYFkNZh67HP7R9PSZvv,,reputation,2017-11-10,day,15,album,spotify:album:6DEjYFkNZh67HP7R9PSZvv,https://open.spotify.com/album/6DEjYFkNZh67HP7R9PSZvv,USCJY1750006,https://open.spotify.com/track/1R0a2iXumgCiFb7HEZ7gUE
,,1,232253,FALSE,https://api.spotify.com/v1/tracks/6NFyWDv5CjfwuzoCkw47Xf,6NFyWDv5CjfwuzoCkw47Xf,FALSE,Delicate,76,NA,5,track,spotify:track:6NFyWDv5CjfwuzoCkw47Xf,album,,,https://api.spotify.com/v1/albums/6DEjYFkNZh67HP7R9PSZvv,6DEjYFkNZh67HP7R9PSZvv,,reputation,2017-11-10,day,15,album,spotify:album:6DEjYFkNZh67HP7R9PSZvv,https://open.spotify.com/album/6DEjYFkNZh67HP7R9PSZvv,USCJY1750007,https://open.spotify.com/track/6NFyWDv5CjfwuzoCkw47Xf
,,1,211853,FALSE,https://api.spotify.com/v1/tracks/1P17dC1amhFzptugyAO7Il,1P17dC1amhFzptugyAO7Il,FALSE,Look What You Made Me Do,76,NA,6,track,spotify:track:1P17dC1amhFzptugyAO7Il,album,,,https://api.spotify.com/v1/albums/6DEjYFkNZh67HP7R9PSZvv,6DEjYFkNZh67HP7R9PSZvv,,reputation,2017-11-10,day,15,album,spotify:album:6DEjYFkNZh67HP7R9PSZvv,https://open.spotify.com/album/6DEjYFkNZh67HP7R9PSZvv,USCJY1750000,https://open.spotify.com/track/1P17dC1amhFzptugyAO7Il
,,1,227906,FALSE,https://api.spotify.com/v1/tracks/5PxFv9yJEg9dxvbZggykro,5PxFv9yJEg9dxvbZggykro,FALSE,So It Goes...,65,NA,7,track,spotify:track:5PxFv9yJEg9dxvbZggykro,album,,,https://api.spotify.com/v1/albums/6DEjYFkNZh67HP7R9PSZvv,6DEjYFkNZh67HP7R9PSZvv,,reputation,2017-11-10,day,15,album,spotify:album:6DEjYFkNZh67HP7R9PSZvv,https://open.spotify.com/album/6DEjYFkNZh67HP7R9PSZvv,USCJY1750008,https://open.spotify.com/track/5PxFv9yJEg9dxvbZggykro
,,1,209680,FALSE,https://api.spotify.com/v1/tracks/1ZY1PqizIl78geGM4xWlEA,1ZY1PqizIl78geGM4xWlEA,FALSE,Gorgeous,71,NA,8,track,spotify:track:1ZY1PqizIl78geGM4xWlEA,album,,,https://api.spotify.com/v1/albums/6DEjYFkNZh67HP7R9PSZvv,6DEjYFkNZh67HP7R9PSZvv,,reputation,2017-11-10,day,15,album,spotify:album:6DEjYFkNZh67HP7R9PSZvv,https://open.spotify.com/album/6DEjYFkNZh67HP7R9PSZvv,USCJY1750009,https://open.spotify.com/track/1ZY1PqizIl78geGM4xWlEA
,,1,233626,FALSE,https://api.spotify.com/v1/tracks/0VE4kBnHJUgtMf0dy6DRmW,0VE4kBnHJUgtMf0dy6DRmW,FALSE,Getaway Car,75,NA,9,track,spotify:track:0VE4kBnHJUgtMf0dy6DRmW,album,,,https://api.spotify.com/v1/albums/6DEjYFkNZh67HP7R9PSZvv,6DEjYFkNZh67HP7R9PSZvv,,reputation,2017-11-10,day,15,album,spotify:album:6DEjYFkNZh67HP7R9PSZvv,https://open.spotify.com/album/6DEjYFkNZh67HP7R9PSZvv,USCJY1750010,https://open.spotify.com/track/0VE4kBnHJUgtMf0dy6DRmW
,,1,214320,FALSE,https://api.spotify.com/v1/tracks/7HuBDWi18s4aJM8UFnNheH,7HuBDWi18s4aJM8UFnNheH,FALSE,King Of My Heart,68,NA,10,track,spotify:track:7HuBDWi18s4aJM8UFnNheH,album,,,https://api.spotify.com/v1/albums/6DEjYFkNZh67HP7R9PSZvv,6DEjYFkNZh67HP7R9PSZvv,,reputation,2017-11-10,day,15,album,spotify:album:6DEjYFkNZh67HP7R9PSZvv,https://open.spotify.com/album/6DEjYFkNZh67HP7R9PSZvv,USCJY1750011,https://open.spotify.com/track/7HuBDWi18s4aJM8UFnNheH
,,1,211506,FALSE,https://api.spotify.com/v1/tracks/7I7JbDv63ZJJsSi24DyJrz,7I7JbDv63ZJJsSi24DyJrz,FALSE,Dancing With Our Hands Tied,67,NA,11,track,spotify:track:7I7JbDv63ZJJsSi24DyJrz,album,,,https://api.spotify.com/v1/albums/6DEjYFkNZh67HP7R9PSZvv,6DEjYFkNZh67HP7R9PSZvv,,reputation,2017-11-10,day,15,album,spotify:album:6DEjYFkNZh67HP7R9PSZvv,https://open.spotify.com/album/6DEjYFkNZh67HP7R9PSZvv,USCJY1750012,https://open.spotify.com/track/7I7JbDv63ZJJsSi24DyJrz
,,1,230373,FALSE,https://api.spotify.com/v1/tracks/6oVxXO5oQ4pTpO8RSnkzvv,6oVxXO5oQ4pTpO8RSnkzvv,FALSE,Dress,69,NA,12,track,spotify:track:6oVxXO5oQ4pTpO8RSnkzvv,album,,,https://api.spotify.com/v1/albums/6DEjYFkNZh67HP7R9PSZvv,6DEjYFkNZh67HP7R9PSZvv,,reputation,2017-11-10,day,15,album,spotify:album:6DEjYFkNZh67HP7R9PSZvv,https://open.spotify.com/album/6DEjYFkNZh67HP7R9PSZvv,USCJY1750013,https://open.spotify.com/track/6oVxXO5oQ4pTpO8RSnkzvv
,,1,207133,FALSE,https://api.spotify.com/v1/tracks/07NxDD1iKCHbAldceD7QLP,07NxDD1iKCHbAldceD7QLP,FALSE,This Is Why We Can't Have Nice Things,67,NA,13,track,spotify:track:07NxDD1iKCHbAldceD7QLP,album,,,https://api.spotify.com/v1/albums/6DEjYFkNZh67HP7R9PSZvv,6DEjYFkNZh67HP7R9PSZvv,,reputation,2017-11-10,day,15,album,spotify:album:6DEjYFkNZh67HP7R9PSZvv,https://open.spotify.com/album/6DEjYFkNZh67HP7R9PSZvv,USCJY1750014,https://open.spotify.com/track/07NxDD1iKCHbAldceD7QLP
,,1,203506,FALSE,https://api.spotify.com/v1/tracks/1GwMQaZz6Au3QLDbjbMdme,1GwMQaZz6Au3QLDbjbMdme,FALSE,Call It What You Want,70,NA,14,track,spotify:track:1GwMQaZz6Au3QLDbjbMdme,album,,,https://api.spotify.com/v1/albums/6DEjYFkNZh67HP7R9PSZvv,6DEjYFkNZh67HP7R9PSZvv,,reputation,2017-11-10,day,15,album,spotify:album:6DEjYFkNZh67HP7R9PSZvv,https://open.spotify.com/album/6DEjYFkNZh67HP7R9PSZvv,USCJY1750015,https://open.spotify.com/track/1GwMQaZz6Au3QLDbjbMdme
,,1,235466,FALSE,https://api.spotify.com/v1/tracks/7F5oktn5YOsR9eR5YsFtqb,7F5oktn5YOsR9eR5YsFtqb,FALSE,New Year’s Day,66,NA,15,track,spotify:track:7F5oktn5YOsR9eR5YsFtqb,album,,,https://api.spotify.com/v1/albums/6DEjYFkNZh67HP7R9PSZvv,6DEjYFkNZh67HP7R9PSZvv,,reputation,2017-11-10,day,15,album,spotify:album:6DEjYFkNZh67HP7R9PSZvv,https://open.spotify.com/album/6DEjYFkNZh67HP7R9PSZvv,USCJY1750016,https://open.spotify.com/track/7F5oktn5YOsR9eR5YsFtqb
